model_key,task,model_type,experiment_type,submetric,source,layer,split,language,metric,value,is_control,control_index
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,id,mse,0.06037135794758797,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,id,rmse,0.2457058362098629,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,id,mae,0.19495101273059845,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,id,r2,-0.21438264846801758,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ja,mse,0.03236055746674538,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ja,rmse,0.17989040404297663,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ja,mae,0.1467244178056717,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ja,r2,-0.19858109951019287,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ko,mse,0.03756357729434967,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ko,rmse,0.19381325366019134,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ko,mae,0.15838506817817688,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ko,r2,0.09604281187057495,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ru,mse,0.04729362949728966,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ru,rmse,0.21747098541481266,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ru,mae,0.17042434215545654,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,val,ru,r2,-0.07730889320373535,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ar,mse,0.06769860535860062,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ar,rmse,0.2601895565901918,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ar,mae,0.2096737176179886,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ar,r2,-0.16660499572753906,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,en,mse,0.03105456382036209,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,en,rmse,0.176223051330869,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,en,mae,0.13884849846363068,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,en,r2,-0.08535361289978027,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,fi,mse,0.05658344924449921,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,fi,rmse,0.23787275851702566,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,fi,mae,0.18979693949222565,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,fi,r2,-0.2652798891067505,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,id,mse,0.060056641697883606,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,id,rmse,0.2450645663858478,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,id,mae,0.19541864097118378,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,id,r2,-0.4676840305328369,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ja,mse,0.06785941869020462,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ja,rmse,0.2604984043908995,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ja,mae,0.21354787051677704,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ja,r2,-0.2950174808502197,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ko,mse,0.07945564389228821,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ko,rmse,0.28187877517168297,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ko,mae,0.23585379123687744,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ko,r2,-0.987656831741333,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ru,mse,0.06157679855823517,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ru,rmse,0.248146727881379,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ru,mae,0.197081059217453,True,3.0
tfidf_XGBRegressor_complexity_control3_lexical_density,complexity,XGBRegressor,monolingual,lexical_density,tfidf,,test,ru,r2,-0.5317646265029907,True,3.0
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,mse,0.019715890288352966,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,rmse,0.14041328387425803,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,mae,0.10714749991893768,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,r2,0.47613757848739624,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,mse,0.014487836509943008,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,rmse,0.12036542904814077,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,mae,0.08586379885673523,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,r2,0.5916786193847656,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,mse,0.023320728912949562,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,rmse,0.15271125994159554,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,mae,0.1287432312965393,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,r2,0.48946261405944824,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,mse,0.02450060471892357,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,rmse,0.15652669011680906,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,mae,0.11430341750383377,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,r2,0.398592472076416,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,mse,0.019048025831580162,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,rmse,0.1380145855755114,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,mae,0.08518435060977936,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,r2,0.3474462628364563,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,mse,0.014466939494013786,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,rmse,0.12027859117072243,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,mae,0.08981633186340332,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,r2,0.5681830048561096,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,mse,0.013638008385896683,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,rmse,0.11678188380864851,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,mae,0.09266792982816696,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,r2,0.621410608291626,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,mse,0.028475962579250336,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,rmse,0.16874822244767598,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,mae,0.13149099051952362,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,r2,0.4226328134536743,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,mse,0.011661158874630928,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,rmse,0.10798684584073621,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,mae,0.08047199994325638,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,r2,0.5874890685081482,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,mse,0.017241161316633224,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,rmse,0.13130560276177564,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,mae,0.10373643785715103,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,r2,0.4345881938934326,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,mse,0.028502922505140305,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,rmse,0.16882808565265528,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,mae,0.12120091170072556,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,r2,0.11526095867156982,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,mse,0.06332645565271378,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,rmse,0.2516474829055792,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,mae,0.18521615862846375,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,r2,0.0644688606262207,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,mse,0.017996717244386673,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,rmse,0.13415184398429517,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,mae,0.10867191851139069,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,r2,0.4845556616783142,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,mse,0.014931497164070606,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,rmse,0.12219450545777664,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,mae,0.09891228377819061,False,
tfidf_XGBRegressor_complexity_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,r2,0.38784730434417725,False,
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,mse,0.03941740468144417,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,rmse,0.1985381693313509,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,mae,0.146570086479187,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,r2,-0.047342896461486816,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,mse,0.03636522963643074,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,rmse,0.19069669539986983,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,mae,0.13290424644947052,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,r2,-0.02490818500518799,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,mse,0.04833085834980011,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,rmse,0.21984280372529846,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,mae,0.17724405229091644,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,r2,-0.058059096336364746,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,mse,0.0477568656206131,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,rmse,0.21853344279677905,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,mae,0.16014617681503296,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,r2,-0.1722705364227295,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,mse,0.03206440061330795,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,rmse,0.17906535291146625,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,mae,0.1198212280869484,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,r2,-0.0984731912612915,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,mse,0.034993164241313934,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,rmse,0.18706459911301745,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,mae,0.1492505669593811,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ko,r2,-0.04449474811553955,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,mse,0.03919486328959465,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,rmse,0.19797692615452603,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,mae,0.15881763398647308,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ru,r2,-0.08804440498352051,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,mse,0.05032958462834358,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,rmse,0.2243425608937002,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,mae,0.17454893887043,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ar,r2,-0.020462512969970703,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,mse,0.03287433832883835,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,rmse,0.1813128189865194,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,mae,0.13210201263427734,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,en,r2,-0.16292238235473633,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,mse,0.03573068976402283,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,rmse,0.18902563255818727,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,mae,0.1479998528957367,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,fi,r2,-0.17176306247711182,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,mse,0.033242031931877136,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,rmse,0.18232397519766055,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,mae,0.1417895406484604,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,id,r2,-0.03184247016906738,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,mse,0.08785451203584671,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,rmse,0.29640261813257773,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,mae,0.21560530364513397,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ja,r2,-0.29788780212402344,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,mse,0.039004940539598465,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,rmse,0.19749668488255306,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,mae,0.15006767213344574,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ko,r2,-0.11714136600494385,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,mse,0.025589052587747574,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,rmse,0.15996578567852432,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,mae,0.1244078129529953,True,1.0
tfidf_XGBRegressor_complexity_control1_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,test,ru,r2,-0.04908478260040283,True,1.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,mse,0.03664574399590492,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,rmse,0.19143078121322318,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,mae,0.140910342335701,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ar,r2,0.026301801204681396,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,mse,0.04182499274611473,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,rmse,0.20451159562752116,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,mae,0.1451740860939026,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,en,r2,-0.17878472805023193,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,mse,0.05096966773271561,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,rmse,0.22576462905582798,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,mae,0.18457597494125366,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,fi,r2,-0.11582791805267334,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,mse,0.04630780220031738,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,rmse,0.215192477099729,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,mae,0.1574215292930603,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,id,r2,-0.13670086860656738,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,mse,0.033143285661935806,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,rmse,0.18205297487801678,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,mae,0.12124312669038773,True,2.0
tfidf_XGBRegressor_complexity_control2_avg_max_depth,complexity,XGBRegressor,monolingual,avg_max_depth,tfidf,,val,ja,r2,-0.13543391227722168,True,2.0
