experiment_type,language,task,submetric,control_index,layer_index,metric,value
probe,id,single_submetric,avg_links_len,1,3,rmse,0.2222604077201165
probe,id,single_submetric,avg_links_len,1,3,r2,-1.225130319595337
probe,id,single_submetric,avg_links_len,2,3,loss,0.05529270055038588
probe,id,single_submetric,avg_links_len,2,3,mse,0.055141232907772064
probe,id,single_submetric,avg_links_len,2,3,rmse,0.23482170450742423
probe,id,single_submetric,avg_links_len,2,3,r2,-1.4837491512298584
probe,id,single_submetric,avg_links_len,3,3,loss,0.05163768572466714
probe,id,single_submetric,avg_links_len,3,3,mse,0.05150090157985687
probe,id,single_submetric,avg_links_len,3,3,rmse,0.22693810076727283
probe,id,single_submetric,avg_links_len,3,3,r2,-1.3197762966156006
probe,id,single_submetric,avg_max_depth,1,3,loss,0.03942594065197876
probe,id,single_submetric,avg_max_depth,1,3,mse,0.039769332855939865
probe,id,single_submetric,avg_max_depth,1,3,rmse,0.19942249836951664
probe,id,single_submetric,avg_max_depth,1,3,r2,-0.2344517707824707
probe,id,single_submetric,avg_max_depth,2,3,loss,0.04178957774170807
probe,id,single_submetric,avg_max_depth,2,3,mse,0.042159125208854675
probe,id,single_submetric,avg_max_depth,2,3,rmse,0.20532687405416436
probe,id,single_submetric,avg_max_depth,2,3,r2,-0.3086315393447876
probe,id,single_submetric,avg_max_depth,3,3,loss,0.036966366693377495
probe,id,single_submetric,avg_max_depth,3,3,mse,0.0372934453189373
probe,id,single_submetric,avg_max_depth,3,3,rmse,0.19311510898668002
probe,id,single_submetric,avg_max_depth,3,3,r2,-0.15759944915771484
probe,id,single_submetric,avg_subordinate_chain_len,1,3,loss,0.08449129653828484
probe,id,single_submetric,avg_subordinate_chain_len,1,3,mse,0.08511398732662201
probe,id,single_submetric,avg_subordinate_chain_len,1,3,rmse,0.2917430159003331
probe,id,single_submetric,avg_subordinate_chain_len,1,3,r2,-0.6233525276184082
probe,id,single_submetric,avg_subordinate_chain_len,2,3,loss,0.09426946618727275
probe,id,single_submetric,avg_subordinate_chain_len,2,3,mse,0.09495500475168228
probe,id,single_submetric,avg_subordinate_chain_len,2,3,rmse,0.3081476995722705
probe,id,single_submetric,avg_subordinate_chain_len,2,3,r2,-0.8110471963882446
probe,id,single_submetric,avg_subordinate_chain_len,3,3,loss,0.08327686893088478
probe,id,single_submetric,avg_subordinate_chain_len,3,3,mse,0.08386817574501038
probe,id,single_submetric,avg_subordinate_chain_len,3,3,rmse,0.2896000271840636
probe,id,single_submetric,avg_subordinate_chain_len,3,3,r2,-0.5995914936065674
probe,id,single_submetric,avg_verb_edges,1,3,loss,0.0702838312302317
probe,id,single_submetric,avg_verb_edges,1,3,mse,0.06989148259162903
probe,id,single_submetric,avg_verb_edges,1,3,rmse,0.26436997293873793
probe,id,single_submetric,avg_verb_edges,1,3,r2,-0.09427547454833984
probe,id,single_submetric,avg_verb_edges,2,3,loss,0.07554768824151584
probe,id,single_submetric,avg_verb_edges,2,3,mse,0.07513246685266495
probe,id,single_submetric,avg_verb_edges,2,3,rmse,0.2741030223340577
probe,id,single_submetric,avg_verb_edges,2,3,r2,-0.1763324737548828
probe,id,single_submetric,avg_verb_edges,3,3,loss,0.07315454365951675
probe,id,single_submetric,avg_verb_edges,3,3,mse,0.07272763550281525
probe,id,single_submetric,avg_verb_edges,3,3,rmse,0.26968061758831546
probe,id,single_submetric,avg_verb_edges,3,3,r2,-0.1386805772781372
probe,id,single_submetric,lexical_density,1,3,loss,0.04592552461794445
probe,id,single_submetric,lexical_density,1,3,mse,0.046210236847400665
probe,id,single_submetric,lexical_density,1,3,rmse,0.2149656643452639
probe,id,single_submetric,lexical_density,1,3,r2,-0.1293010711669922
probe,id,single_submetric,lexical_density,2,3,loss,0.04647243368838515
probe,id,single_submetric,lexical_density,2,3,mse,0.04678291454911232
probe,id,single_submetric,lexical_density,2,3,rmse,0.21629358416077052
probe,id,single_submetric,lexical_density,2,3,r2,-0.14329636096954346
probe,id,single_submetric,lexical_density,3,3,loss,0.04562220083815711
probe,id,single_submetric,lexical_density,3,3,mse,0.04586660489439964
probe,id,single_submetric,lexical_density,3,3,rmse,0.2141649011729038
probe,id,single_submetric,lexical_density,3,3,r2,-0.12090325355529785
probe,id,single_submetric,n_tokens,1,3,loss,0.03543508638228689
probe,id,single_submetric,n_tokens,1,3,mse,0.03541110083460808
probe,id,single_submetric,n_tokens,1,3,rmse,0.18817837504508342
probe,id,single_submetric,n_tokens,1,3,r2,-0.1987318992614746
probe,id,single_submetric,n_tokens,2,3,loss,0.039717808099729676
probe,id,single_submetric,n_tokens,2,3,mse,0.03966044634580612
probe,id,single_submetric,n_tokens,2,3,rmse,0.19914930666664676
probe,id,single_submetric,n_tokens,2,3,r2,-0.34258008003234863
probe,id,single_submetric,n_tokens,3,3,loss,0.03315177945686238
probe,id,single_submetric,n_tokens,3,3,mse,0.03318408504128456
probe,id,single_submetric,n_tokens,3,3,rmse,0.18216499400621558
probe,id,single_submetric,n_tokens,3,3,r2,-0.12334322929382324
probe,ja,single_submetric,avg_links_len,1,3,loss,0.1352793127298355
probe,ja,single_submetric,avg_links_len,1,3,mse,0.13448652625083923
probe,ja,single_submetric,avg_links_len,1,3,rmse,0.3667240464584225
probe,ja,single_submetric,avg_links_len,1,3,r2,-2.1629700660705566
probe,ja,single_submetric,avg_links_len,2,3,loss,0.1353318728506565
probe,ja,single_submetric,avg_links_len,2,3,mse,0.1345701664686203
probe,ja,single_submetric,avg_links_len,2,3,rmse,0.36683806573012606
probe,ja,single_submetric,avg_links_len,2,3,r2,-2.1649370193481445
probe,ja,single_submetric,avg_links_len,3,3,loss,0.12044893018901348
probe,ja,single_submetric,avg_links_len,3,3,mse,0.11950839310884476
probe,ja,single_submetric,avg_links_len,3,3,rmse,0.3456998598623447
probe,ja,single_submetric,avg_links_len,3,3,r2,-1.8107013702392578
probe,ja,single_submetric,avg_max_depth,1,3,loss,0.09984998280803363
probe,ja,single_submetric,avg_max_depth,1,3,mse,0.1016002669930458
probe,ja,single_submetric,avg_max_depth,1,3,rmse,0.3187479678257507
probe,ja,single_submetric,avg_max_depth,1,3,r2,-0.5009559392929077
probe,ja,single_submetric,avg_max_depth,2,3,loss,0.0925935972481966
probe,ja,single_submetric,avg_max_depth,2,3,mse,0.09411504119634628
probe,ja,single_submetric,avg_max_depth,2,3,rmse,0.30678174847331824
probe,ja,single_submetric,avg_max_depth,2,3,r2,-0.39037561416625977
probe,ja,single_submetric,avg_max_depth,3,3,loss,0.09782562777400017
probe,ja,single_submetric,avg_max_depth,3,3,mse,0.09955159574747086
probe,ja,single_submetric,avg_max_depth,3,3,rmse,0.3155179800700284
probe,ja,single_submetric,avg_max_depth,3,3,r2,-0.47069060802459717
probe,ja,single_submetric,avg_subordinate_chain_len,1,3,loss,0.10237800950805347
probe,ja,single_submetric,avg_subordinate_chain_len,1,3,mse,0.10442749410867691
probe,ja,single_submetric,avg_subordinate_chain_len,1,3,rmse,0.32315243169234686
probe,ja,single_submetric,avg_subordinate_chain_len,1,3,r2,-0.41917264461517334
probe,ja,single_submetric,avg_subordinate_chain_len,2,3,loss,0.10533290853103001
probe,ja,single_submetric,avg_subordinate_chain_len,2,3,mse,0.10753031075000763
probe,ja,single_submetric,avg_subordinate_chain_len,2,3,rmse,0.3279181464176809
probe,ja,single_submetric,avg_subordinate_chain_len,2,3,r2,-0.461340069770813
probe,ja,single_submetric,avg_subordinate_chain_len,3,3,loss,0.10495858018596967
probe,ja,single_submetric,avg_subordinate_chain_len,3,3,mse,0.1070537269115448
probe,ja,single_submetric,avg_subordinate_chain_len,3,3,rmse,0.3271906583500586
probe,ja,single_submetric,avg_subordinate_chain_len,3,3,r2,-0.4548633098602295
probe,ja,single_submetric,avg_verb_edges,1,3,loss,0.10872787733872731
probe,ja,single_submetric,avg_verb_edges,1,3,mse,0.11037202179431915
probe,ja,single_submetric,avg_verb_edges,1,3,rmse,0.33222284959695225
probe,ja,single_submetric,avg_verb_edges,1,3,r2,-0.15540337562561035
probe,ja,single_submetric,avg_verb_edges,2,3,loss,0.12221972892681758
probe,ja,single_submetric,avg_verb_edges,2,3,mse,0.12448430806398392
probe,ja,single_submetric,avg_verb_edges,2,3,rmse,0.35282333832101287
probe,ja,single_submetric,avg_verb_edges,2,3,r2,-0.303134560585022
probe,ja,single_submetric,avg_verb_edges,3,3,loss,0.11542523031433423
probe,ja,single_submetric,avg_verb_edges,3,3,mse,0.11736983060836792
probe,ja,single_submetric,avg_verb_edges,3,3,rmse,0.3425928058327669
probe,ja,single_submetric,avg_verb_edges,3,3,r2,-0.22865819931030273
probe,ja,single_submetric,lexical_density,1,3,loss,0.07474432637294133
probe,ja,single_submetric,lexical_density,1,3,mse,0.07569187879562378
probe,ja,single_submetric,lexical_density,1,3,rmse,0.2751215709384195
probe,ja,single_submetric,lexical_density,1,3,r2,-0.44449079036712646
probe,ja,single_submetric,lexical_density,2,3,loss,0.07999790211518605
probe,ja,single_submetric,lexical_density,2,3,mse,0.08116122335195541
probe,ja,single_submetric,lexical_density,2,3,rmse,0.28488808917179287
probe,ja,single_submetric,lexical_density,2,3,r2,-0.5488667488098145
probe,ja,single_submetric,lexical_density,3,3,loss,0.08145163146158059
probe,ja,single_submetric,lexical_density,3,3,mse,0.08270855247974396
probe,ja,single_submetric,lexical_density,3,3,rmse,0.2875909464495431
probe,ja,single_submetric,lexical_density,3,3,r2,-0.5783956050872803
probe,ja,single_submetric,n_tokens,1,3,loss,0.07080349574486415
probe,ja,single_submetric,n_tokens,1,3,mse,0.07092851400375366
probe,ja,single_submetric,n_tokens,1,3,rmse,0.2663240770260054
probe,ja,single_submetric,n_tokens,1,3,r2,-0.1889098882675171
probe,ja,single_submetric,n_tokens,2,3,loss,0.07272394187748432
probe,ja,single_submetric,n_tokens,2,3,mse,0.07295544445514679
probe,ja,single_submetric,n_tokens,2,3,rmse,0.2701026554018801
probe,ja,single_submetric,n_tokens,2,3,r2,-0.2228856086730957
probe,ja,single_submetric,n_tokens,3,3,loss,0.06313773120443027
probe,ja,single_submetric,n_tokens,3,3,mse,0.06314229220151901
probe,ja,single_submetric,n_tokens,3,3,rmse,0.25128130093884626
probe,ja,single_submetric,n_tokens,3,3,r2,-0.05839657783508301
probe,ko,single_submetric,avg_links_len,1,3,loss,0.0525703060307673
probe,ko,single_submetric,avg_links_len,1,3,mse,0.05296613648533821
probe,ko,single_submetric,avg_links_len,1,3,rmse,0.230143730058714
probe,ko,single_submetric,avg_links_len,1,3,r2,-1.3016879558563232
probe,ko,single_submetric,avg_links_len,2,3,loss,0.04897094810647624
probe,ko,single_submetric,avg_links_len,2,3,mse,0.04933493956923485
probe,ko,single_submetric,avg_links_len,2,3,rmse,0.22211469912915455
probe,ko,single_submetric,avg_links_len,2,3,r2,-1.1438910961151123
probe,ko,single_submetric,avg_links_len,3,3,loss,0.04918761897299971
probe,ko,single_submetric,avg_links_len,3,3,mse,0.04954756796360016
probe,ko,single_submetric,avg_links_len,3,3,rmse,0.2225928299914446
probe,ko,single_submetric,avg_links_len,3,3,r2,-1.1531312465667725
probe,ko,single_submetric,avg_max_depth,1,3,loss,0.041593718475529125
probe,ko,single_submetric,avg_max_depth,1,3,mse,0.041705019772052765
probe,ko,single_submetric,avg_max_depth,1,3,rmse,0.20421806916150384
probe,ko,single_submetric,avg_max_depth,1,3,r2,-0.19447433948516846
probe,ko,single_submetric,avg_max_depth,2,3,loss,0.03962987368660314
probe,ko,single_submetric,avg_max_depth,2,3,mse,0.03975348919630051
probe,ko,single_submetric,avg_max_depth,2,3,rmse,0.19938277056029818
probe,ko,single_submetric,avg_max_depth,2,3,r2,-0.13858044147491455
probe,ko,single_submetric,avg_max_depth,3,3,loss,0.047073863446712494
probe,ko,single_submetric,avg_max_depth,3,3,mse,0.0472605936229229
probe,ko,single_submetric,avg_max_depth,3,3,rmse,0.2173950174749249
probe,ko,single_submetric,avg_max_depth,3,3,r2,-0.35359156131744385
probe,ko,single_submetric,avg_subordinate_chain_len,1,3,loss,0.05990786477923393
probe,ko,single_submetric,avg_subordinate_chain_len,1,3,mse,0.0599537268280983
probe,ko,single_submetric,avg_subordinate_chain_len,1,3,rmse,0.24485450134334533
probe,ko,single_submetric,avg_subordinate_chain_len,1,3,r2,-0.18648850917816162
probe,ko,single_submetric,avg_subordinate_chain_len,2,3,loss,0.05453875767333167
probe,ko,single_submetric,avg_subordinate_chain_len,2,3,mse,0.05455338582396507
probe,ko,single_submetric,avg_subordinate_chain_len,2,3,rmse,0.23356666248410768
probe,ko,single_submetric,avg_subordinate_chain_len,2,3,r2,-0.07961535453796387
probe,ko,single_submetric,avg_subordinate_chain_len,3,3,loss,0.07318704415644918
probe,ko,single_submetric,avg_subordinate_chain_len,3,3,mse,0.07348374277353287
probe,ko,single_submetric,avg_subordinate_chain_len,3,3,rmse,0.27107884973478263
probe,ko,single_submetric,avg_subordinate_chain_len,3,3,r2,-0.4542485475540161
probe,ko,single_submetric,avg_verb_edges,1,3,loss,0.03515380195208958
probe,ko,single_submetric,avg_verb_edges,1,3,mse,0.03506333380937576
probe,ko,single_submetric,avg_verb_edges,1,3,rmse,0.18725205955977028
probe,ko,single_submetric,avg_verb_edges,1,3,r2,-0.010640501976013184
probe,ko,single_submetric,avg_verb_edges,2,3,loss,0.0353913280580725
probe,ko,single_submetric,avg_verb_edges,2,3,mse,0.035313546657562256
probe,ko,single_submetric,avg_verb_edges,2,3,rmse,0.18791898961404155
probe,ko,single_submetric,avg_verb_edges,2,3,r2,-0.017852425575256348
probe,ko,single_submetric,avg_verb_edges,3,3,loss,0.03565110984657492
probe,ko,single_submetric,avg_verb_edges,3,3,mse,0.03553883358836174
probe,ko,single_submetric,avg_verb_edges,3,3,rmse,0.18851746229026567
probe,ko,single_submetric,avg_verb_edges,3,3,r2,-0.024345993995666504
probe,ko,single_submetric,lexical_density,1,3,loss,0.06465024022119385
probe,ko,single_submetric,lexical_density,1,3,mse,0.0647832602262497
probe,ko,single_submetric,lexical_density,1,3,rmse,0.2545255590824813
probe,ko,single_submetric,lexical_density,1,3,r2,-0.6206134557723999
probe,ko,single_submetric,lexical_density,2,3,loss,0.06603860056826047
probe,ko,single_submetric,lexical_density,2,3,mse,0.06613598763942719
probe,ko,single_submetric,lexical_density,2,3,rmse,0.2571691809673686
probe,ko,single_submetric,lexical_density,2,3,r2,-0.6544531583786011
probe,ko,single_submetric,lexical_density,3,3,loss,0.062287221529654095
probe,ko,single_submetric,lexical_density,3,3,mse,0.06242233142256737
probe,ko,single_submetric,lexical_density,3,3,rmse,0.24984461455586224
probe,ko,single_submetric,lexical_density,3,3,r2,-0.5615526437759399
probe,ko,single_submetric,n_tokens,1,3,loss,0.12212709337472916
probe,ko,single_submetric,n_tokens,1,3,mse,0.12175353616476059
probe,ko,single_submetric,n_tokens,1,3,rmse,0.3489319936101598
probe,ko,single_submetric,n_tokens,1,3,r2,-1.9197089672088623
probe,ko,single_submetric,n_tokens,2,3,loss,0.11860253342560359
probe,ko,single_submetric,n_tokens,2,3,mse,0.11822324991226196
probe,ko,single_submetric,n_tokens,2,3,rmse,0.343836080003629
probe,ko,single_submetric,n_tokens,2,3,r2,-1.8350510597229004
probe,ko,single_submetric,n_tokens,3,3,loss,0.11468674348933357
probe,ko,single_submetric,n_tokens,3,3,mse,0.1143210157752037
probe,ko,single_submetric,n_tokens,3,3,rmse,0.3381139094672145
probe,ko,single_submetric,n_tokens,3,3,r2,-1.74147367477417
probe,ru,single_submetric,avg_links_len,1,3,loss,0.017621535940894058
probe,ru,single_submetric,avg_links_len,1,3,mse,0.01756567321717739
probe,ru,single_submetric,avg_links_len,1,3,rmse,0.13253555453981922
probe,ru,single_submetric,avg_links_len,1,3,r2,-0.04277968406677246
probe,ru,single_submetric,avg_links_len,2,3,loss,0.020557358860969543
probe,ru,single_submetric,avg_links_len,2,3,mse,0.020507240667939186
probe,ru,single_submetric,avg_links_len,2,3,rmse,0.14320349390967801
probe,ru,single_submetric,avg_links_len,2,3,r2,-0.21740472316741943
probe,ru,single_submetric,avg_links_len,3,3,loss,0.019266912580600808
probe,ru,single_submetric,avg_links_len,3,3,mse,0.019232867285609245
probe,ru,single_submetric,avg_links_len,3,3,rmse,0.13868261349429944
probe,ru,single_submetric,avg_links_len,3,3,r2,-0.14175200462341309
probe,ru,single_submetric,avg_max_depth,1,3,loss,0.026932825600462302
probe,ru,single_submetric,avg_max_depth,1,3,mse,0.027021532878279686
probe,ru,single_submetric,avg_max_depth,1,3,rmse,0.16438227665499613
probe,ru,single_submetric,avg_max_depth,1,3,r2,-0.10781288146972656
probe,ru,single_submetric,avg_max_depth,2,3,loss,0.026119735491062914
probe,ru,single_submetric,avg_max_depth,2,3,mse,0.02619563415646553
probe,ru,single_submetric,avg_max_depth,2,3,rmse,0.1618506538648069
probe,ru,single_submetric,avg_max_depth,2,3,r2,-0.07395315170288086
probe,ru,single_submetric,avg_max_depth,3,3,loss,0.024765274221343652
probe,ru,single_submetric,avg_max_depth,3,3,mse,0.024803385138511658
probe,ru,single_submetric,avg_max_depth,3,3,rmse,0.1574909049390207
probe,ru,single_submetric,avg_max_depth,3,3,r2,-0.01687455177307129
probe,ru,single_submetric,avg_subordinate_chain_len,1,3,loss,0.056393212505749295
probe,ru,single_submetric,avg_subordinate_chain_len,1,3,mse,0.056089434772729874
probe,ru,single_submetric,avg_subordinate_chain_len,1,3,rmse,0.23683208138411035
probe,ru,single_submetric,avg_subordinate_chain_len,1,3,r2,-0.4851493835449219
probe,ru,single_submetric,avg_subordinate_chain_len,2,3,loss,0.05738697467105729
probe,ru,single_submetric,avg_subordinate_chain_len,2,3,mse,0.057107146829366684
probe,ru,single_submetric,avg_subordinate_chain_len,2,3,rmse,0.23897101671409168
probe,ru,single_submetric,avg_subordinate_chain_len,2,3,r2,-0.5120965242385864
probe,ru,single_submetric,avg_subordinate_chain_len,3,3,loss,0.06580918229051999
probe,ru,single_submetric,avg_subordinate_chain_len,3,3,mse,0.06556081026792526
probe,ru,single_submetric,avg_subordinate_chain_len,3,3,rmse,0.2560484529692091
probe,ru,single_submetric,avg_subordinate_chain_len,3,3,r2,-0.7359347343444824
probe,ru,single_submetric,avg_verb_edges,1,3,loss,0.04417393888745989
probe,ru,single_submetric,avg_verb_edges,1,3,mse,0.04380498826503754
probe,ru,single_submetric,avg_verb_edges,1,3,rmse,0.20929641245142627
probe,ru,single_submetric,avg_verb_edges,1,3,r2,-0.0703120231628418
probe,ru,single_submetric,avg_verb_edges,2,3,loss,0.055773029902151654
probe,ru,single_submetric,avg_verb_edges,2,3,mse,0.05534927546977997
probe,ru,single_submetric,avg_verb_edges,2,3,rmse,0.23526426730334543
probe,ru,single_submetric,avg_verb_edges,2,3,r2,-0.3523801565170288
probe,ru,single_submetric,avg_verb_edges,3,3,loss,0.05279582047036716
probe,ru,single_submetric,avg_verb_edges,3,3,mse,0.05240307375788689
probe,ru,single_submetric,avg_verb_edges,3,3,rmse,0.22891717663357394
probe,ru,single_submetric,avg_verb_edges,3,3,r2,-0.2803938388824463
probe,ru,single_submetric,lexical_density,1,3,loss,0.039674906858376095
probe,ru,single_submetric,lexical_density,1,3,mse,0.03939133509993553
probe,ru,single_submetric,lexical_density,1,3,rmse,0.19847250464468758
probe,ru,single_submetric,lexical_density,1,3,r2,0.020113825798034668
probe,ru,single_submetric,lexical_density,2,3,loss,0.03970371399606977
probe,ru,single_submetric,lexical_density,2,3,mse,0.039406970143318176
probe,ru,single_submetric,lexical_density,2,3,rmse,0.1985118891737172
probe,ru,single_submetric,lexical_density,2,3,r2,0.01972484588623047
probe,ru,single_submetric,lexical_density,3,3,loss,0.039466344086187224
probe,ru,single_submetric,lexical_density,3,3,mse,0.03917090967297554
probe,ru,single_submetric,lexical_density,3,3,rmse,0.19791642092806636
probe,ru,single_submetric,lexical_density,3,3,r2,0.025596976280212402
probe,ru,single_submetric,n_tokens,1,3,loss,0.01121825585141778
probe,ru,single_submetric,n_tokens,1,3,mse,0.011353831738233566
probe,ru,single_submetric,n_tokens,1,3,rmse,0.10655436048437232
probe,ru,single_submetric,n_tokens,1,3,r2,0.0019030570983886719
probe,ru,single_submetric,n_tokens,2,3,loss,0.011534097172053797
probe,ru,single_submetric,n_tokens,2,3,mse,0.011682289652526379
probe,ru,single_submetric,n_tokens,2,3,rmse,0.10808464115000974
probe,ru,single_submetric,n_tokens,2,3,r2,-0.026971101760864258
probe,ru,single_submetric,n_tokens,3,3,loss,0.01174898202797132
probe,ru,single_submetric,n_tokens,3,3,mse,0.011893789283931255
probe,ru,single_submetric,n_tokens,3,3,rmse,0.10905865066069383
probe,ru,single_submetric,n_tokens,3,3,r2,-0.045563697814941406
probe,ar,single_submetric,avg_links_len,1,4,loss,0.07568359524011611
probe,ar,single_submetric,avg_links_len,1,4,mse,0.07338713109493256
probe,ar,single_submetric,avg_links_len,1,4,rmse,0.27090059264411465
probe,ar,single_submetric,avg_links_len,1,4,r2,-0.5845203399658203
probe,ar,single_submetric,avg_links_len,2,4,loss,0.08398436307907105
probe,ar,single_submetric,avg_links_len,2,4,mse,0.08163706958293915
probe,ar,single_submetric,avg_links_len,2,4,rmse,0.28572201452275103
probe,ar,single_submetric,avg_links_len,2,4,r2,-0.7626467943191528
probe,ar,single_submetric,avg_links_len,3,4,loss,0.08291620314121247
probe,ar,single_submetric,avg_links_len,3,4,mse,0.08055666834115982
probe,ar,single_submetric,avg_links_len,3,4,rmse,0.2838250664426238
probe,ar,single_submetric,avg_links_len,3,4,r2,-0.7393195629119873
probe,ar,single_submetric,avg_max_depth,1,4,loss,0.0617154449224472
probe,ar,single_submetric,avg_max_depth,1,4,mse,0.061717305332422256
probe,ar,single_submetric,avg_max_depth,1,4,rmse,0.24842967884780243
probe,ar,single_submetric,avg_max_depth,1,4,r2,-0.2513554096221924
probe,ar,single_submetric,avg_max_depth,2,4,loss,0.06416566297411919
probe,ar,single_submetric,avg_max_depth,2,4,mse,0.06423403322696686
probe,ar,single_submetric,avg_max_depth,2,4,rmse,0.25344433950468664
probe,ar,single_submetric,avg_max_depth,2,4,r2,-0.30238354206085205
probe,ar,single_submetric,avg_max_depth,3,4,loss,0.06048828959465027
probe,ar,single_submetric,avg_max_depth,3,4,mse,0.060529354959726334
probe,ar,single_submetric,avg_max_depth,3,4,rmse,0.24602714272967188
probe,ar,single_submetric,avg_max_depth,3,4,r2,-0.22726893424987793
probe,ar,single_submetric,avg_subordinate_chain_len,1,4,loss,0.09201680719852448
probe,ar,single_submetric,avg_subordinate_chain_len,1,4,mse,0.09158887714147568
probe,ar,single_submetric,avg_subordinate_chain_len,1,4,rmse,0.30263654297106235
probe,ar,single_submetric,avg_subordinate_chain_len,1,4,r2,-0.6583511829376221
probe,ar,single_submetric,avg_subordinate_chain_len,2,4,loss,0.0922311320900917
probe,ar,single_submetric,avg_subordinate_chain_len,2,4,mse,0.09184382855892181
probe,ar,single_submetric,avg_subordinate_chain_len,2,4,rmse,0.3030574674198308
probe,ar,single_submetric,avg_subordinate_chain_len,2,4,r2,-0.6629674434661865
probe,ar,single_submetric,avg_subordinate_chain_len,3,4,loss,0.08889885097742081
probe,ar,single_submetric,avg_subordinate_chain_len,3,4,mse,0.088546521961689
probe,ar,single_submetric,avg_subordinate_chain_len,3,4,rmse,0.29756767627161557
probe,ar,single_submetric,avg_subordinate_chain_len,3,4,r2,-0.6032649278640747
probe,ar,single_submetric,avg_verb_edges,1,4,loss,0.1894991159439087
probe,ar,single_submetric,avg_verb_edges,1,4,mse,0.19003234803676605
probe,ar,single_submetric,avg_verb_edges,1,4,rmse,0.4359269985178322
probe,ar,single_submetric,avg_verb_edges,1,4,r2,-1.753298044204712
probe,ar,single_submetric,avg_verb_edges,2,4,loss,0.18262556195259094
probe,ar,single_submetric,avg_verb_edges,2,4,mse,0.183138906955719
probe,ar,single_submetric,avg_verb_edges,2,4,rmse,0.42794731796766644
probe,ar,single_submetric,avg_verb_edges,2,4,r2,-1.6534218788146973
probe,ar,single_submetric,avg_verb_edges,3,4,loss,0.14194043427705766
probe,ar,single_submetric,avg_verb_edges,3,4,mse,0.14260432124137878
probe,ar,single_submetric,avg_verb_edges,3,4,rmse,0.377629873343435
probe,ar,single_submetric,avg_verb_edges,3,4,r2,-1.0661334991455078
probe,ar,single_submetric,lexical_density,1,4,loss,0.06350314840674401
probe,ar,single_submetric,lexical_density,1,4,mse,0.0628078430891037
probe,ar,single_submetric,lexical_density,1,4,rmse,0.250614929900642
probe,ar,single_submetric,lexical_density,1,4,r2,-0.08232581615447998
probe,ar,single_submetric,lexical_density,2,4,loss,0.06492788642644882
probe,ar,single_submetric,lexical_density,2,4,mse,0.06407042592763901
probe,ar,single_submetric,lexical_density,2,4,rmse,0.2531213660038184
probe,ar,single_submetric,lexical_density,2,4,r2,-0.10408294200897217
probe,ar,single_submetric,lexical_density,3,4,loss,0.0633825458586216
probe,ar,single_submetric,lexical_density,3,4,mse,0.06260565668344498
probe,ar,single_submetric,lexical_density,3,4,rmse,0.250211224135619
probe,ar,single_submetric,lexical_density,3,4,r2,-0.07884156703948975
probe,ar,single_submetric,n_tokens,1,4,loss,0.0926973506808281
probe,ar,single_submetric,n_tokens,1,4,mse,0.0908752828836441
probe,ar,single_submetric,n_tokens,1,4,rmse,0.30145527509672826
probe,ar,single_submetric,n_tokens,1,4,r2,-0.213242769241333
probe,ar,single_submetric,n_tokens,2,4,loss,0.09473571553826332
probe,ar,single_submetric,n_tokens,2,4,mse,0.09291138499975204
probe,ar,single_submetric,n_tokens,2,4,rmse,0.30481368899665917
probe,ar,single_submetric,n_tokens,2,4,r2,-0.24042606353759766
probe,ar,single_submetric,n_tokens,3,4,loss,0.09139361158013344
probe,ar,single_submetric,n_tokens,3,4,mse,0.0895877331495285
probe,ar,single_submetric,n_tokens,3,4,rmse,0.29931209990497964
probe,ar,single_submetric,n_tokens,3,4,r2,-0.196053147315979
probe,en,single_submetric,avg_links_len,1,4,loss,0.015334254729428462
probe,en,single_submetric,avg_links_len,1,4,mse,0.015161885879933834
probe,en,single_submetric,avg_links_len,1,4,rmse,0.12313360987128508
probe,en,single_submetric,avg_links_len,1,4,r2,-0.6301137208938599
probe,en,single_submetric,avg_links_len,2,4,loss,0.012828220945916005
probe,en,single_submetric,avg_links_len,2,4,mse,0.012684361077845097
probe,en,single_submetric,avg_links_len,2,4,rmse,0.11262486882498508
probe,en,single_submetric,avg_links_len,2,4,r2,-0.3637453317642212
probe,en,single_submetric,avg_links_len,3,4,loss,0.012131216004490852
probe,en,single_submetric,avg_links_len,3,4,mse,0.011982711963355541
probe,en,single_submetric,avg_links_len,3,4,rmse,0.10946557432981174
probe,en,single_submetric,avg_links_len,3,4,r2,-0.2883082628250122
probe,en,single_submetric,avg_max_depth,1,4,loss,0.030019556039146016
probe,en,single_submetric,avg_max_depth,1,4,mse,0.03002462163567543
probe,en,single_submetric,avg_max_depth,1,4,rmse,0.17327614271928907
probe,en,single_submetric,avg_max_depth,1,4,r2,-0.06211435794830322
probe,en,single_submetric,avg_max_depth,2,4,loss,0.029822468225445067
probe,en,single_submetric,avg_max_depth,2,4,mse,0.029842905700206757
probe,en,single_submetric,avg_max_depth,2,4,rmse,0.1727509933407237
probe,en,single_submetric,avg_max_depth,2,4,r2,-0.055686235427856445
probe,en,single_submetric,avg_max_depth,3,4,loss,0.030484688335231373
probe,en,single_submetric,avg_max_depth,3,4,mse,0.030485646799206734
probe,en,single_submetric,avg_max_depth,3,4,rmse,0.17460139403569128
probe,en,single_submetric,avg_max_depth,3,4,r2,-0.07842302322387695
probe,en,single_submetric,avg_subordinate_chain_len,1,4,loss,0.03090742097369262
probe,en,single_submetric,avg_subordinate_chain_len,1,4,mse,0.03063991293311119
