experiment_type,language,task,submetric,control_index,layer_index,metric,value
probe,id,single_submetric,avg_verb_edges,None,2,r2,0.2213761806488037
probe,id,single_submetric,lexical_density,None,2,loss,0.03691999840417078
probe,id,single_submetric,lexical_density,None,2,mse,0.037110306322574615
probe,id,single_submetric,lexical_density,None,2,rmse,0.1926403548651596
probe,id,single_submetric,lexical_density,None,2,r2,0.09308606386184692
probe,id,single_submetric,n_tokens,None,2,loss,0.026806076988577843
probe,id,single_submetric,n_tokens,None,2,mse,0.026748938485980034
probe,id,single_submetric,n_tokens,None,2,rmse,0.16355102716271774
probe,id,single_submetric,n_tokens,None,2,r2,0.09449851512908936
probe,ja,single_submetric,avg_links_len,None,2,loss,0.1214549361417691
probe,ja,single_submetric,avg_links_len,None,2,mse,0.12042810767889023
probe,ja,single_submetric,avg_links_len,None,2,rmse,0.3470275315863141
probe,ja,single_submetric,avg_links_len,None,2,r2,-1.832331895828247
probe,ja,single_submetric,avg_max_depth,None,2,loss,0.08066539838910103
probe,ja,single_submetric,avg_max_depth,None,2,mse,0.08216237276792526
probe,ja,single_submetric,avg_max_depth,None,2,rmse,0.28663979620409524
probe,ja,single_submetric,avg_max_depth,None,2,r2,-0.2137969732284546
probe,ja,single_submetric,avg_subordinate_chain_len,None,2,loss,0.06246835427979628
probe,ja,single_submetric,avg_subordinate_chain_len,None,2,mse,0.06357602775096893
probe,ja,single_submetric,avg_subordinate_chain_len,None,2,rmse,0.2521428717036612
probe,ja,single_submetric,avg_subordinate_chain_len,None,2,r2,0.1359999179840088
probe,ja,single_submetric,avg_verb_edges,None,2,loss,0.08152485576768716
probe,ja,single_submetric,avg_verb_edges,None,2,mse,0.0828094407916069
probe,ja,single_submetric,avg_verb_edges,None,2,rmse,0.2877662954406004
probe,ja,single_submetric,avg_verb_edges,None,2,r2,0.13312900066375732
probe,ja,single_submetric,lexical_density,None,2,loss,0.07257285279532273
probe,ja,single_submetric,lexical_density,None,2,mse,0.0737929716706276
probe,ja,single_submetric,lexical_density,None,2,rmse,0.27164861801715023
probe,ja,single_submetric,lexical_density,None,2,r2,-0.4082522392272949
probe,ja,single_submetric,n_tokens,None,2,loss,0.029179451055824757
probe,ja,single_submetric,n_tokens,None,2,mse,0.029042011126875877
probe,ja,single_submetric,n_tokens,None,2,rmse,0.17041716793467693
probe,ja,single_submetric,n_tokens,None,2,r2,0.513195276260376
probe,ko,single_submetric,avg_links_len,None,2,loss,0.040125277425561635
probe,ko,single_submetric,avg_links_len,None,2,mse,0.040476616472005844
probe,ko,single_submetric,avg_links_len,None,2,rmse,0.20118801274431297
probe,ko,single_submetric,avg_links_len,None,2,r2,-0.7589454650878906
probe,ko,single_submetric,avg_max_depth,None,2,loss,0.020060032872217044
probe,ko,single_submetric,avg_max_depth,None,2,mse,0.020173467695713043
probe,ko,single_submetric,avg_max_depth,None,2,rmse,0.14203333304444082
probe,ko,single_submetric,avg_max_depth,None,2,r2,0.42221128940582275
probe,ko,single_submetric,avg_subordinate_chain_len,None,2,loss,0.05068436690739223
probe,ko,single_submetric,avg_subordinate_chain_len,None,2,mse,0.050424788147211075
probe,ko,single_submetric,avg_subordinate_chain_len,None,2,rmse,0.2245546440116772
probe,ko,single_submetric,avg_subordinate_chain_len,None,2,r2,0.002089858055114746
probe,ko,single_submetric,avg_verb_edges,None,2,loss,0.035234326496720314
probe,ko,single_submetric,avg_verb_edges,None,2,mse,0.035098135471343994
probe,ko,single_submetric,avg_verb_edges,None,2,rmse,0.18734496382701082
probe,ko,single_submetric,avg_verb_edges,None,2,r2,-0.011643648147583008
probe,ko,single_submetric,lexical_density,None,2,loss,0.0628458240202495
probe,ko,single_submetric,lexical_density,None,2,mse,0.06301616132259369
probe,ko,single_submetric,lexical_density,None,2,rmse,0.2510302000210208
probe,ko,single_submetric,lexical_density,None,2,r2,-0.576407790184021
probe,ko,single_submetric,n_tokens,None,2,loss,0.08358247365270342
probe,ko,single_submetric,n_tokens,None,2,mse,0.08305183798074722
probe,ko,single_submetric,n_tokens,None,2,rmse,0.2881871579039344
probe,ko,single_submetric,n_tokens,None,2,r2,-0.9916235208511353
probe,ru,single_submetric,avg_links_len,None,2,loss,0.018590184726885388
probe,ru,single_submetric,avg_links_len,None,2,mse,0.018406137824058533
probe,ru,single_submetric,avg_links_len,None,2,rmse,0.1356692220957227
probe,ru,single_submetric,avg_links_len,None,2,r2,-0.09267354011535645
probe,ru,single_submetric,avg_max_depth,None,2,loss,0.017849212512373924
probe,ru,single_submetric,avg_max_depth,None,2,mse,0.01791415363550186
probe,ru,single_submetric,avg_max_depth,None,2,rmse,0.13384376577002705
probe,ru,single_submetric,avg_max_depth,None,2,r2,0.2655661106109619
probe,ru,single_submetric,avg_subordinate_chain_len,None,2,loss,0.05476243634309087
probe,ru,single_submetric,avg_subordinate_chain_len,None,2,mse,0.05450105294585228
probe,ru,single_submetric,avg_subordinate_chain_len,None,2,rmse,0.23345460574992363
probe,ru,single_submetric,avg_subordinate_chain_len,None,2,r2,-0.44309186935424805
probe,ru,single_submetric,avg_verb_edges,None,2,loss,0.04609026972736631
probe,ru,single_submetric,avg_verb_edges,None,2,mse,0.0456964485347271
probe,ru,single_submetric,avg_verb_edges,None,2,rmse,0.2137672765760164
probe,ru,single_submetric,avg_verb_edges,None,2,r2,-0.11652719974517822
probe,ru,single_submetric,lexical_density,None,2,loss,0.038743680609124045
probe,ru,single_submetric,lexical_density,None,2,mse,0.03855815902352333
probe,ru,single_submetric,lexical_density,None,2,rmse,0.19636231569097806
probe,ru,single_submetric,lexical_density,None,2,r2,0.04083967208862305
probe,ru,single_submetric,n_tokens,None,2,loss,0.0050638602780444285
probe,ru,single_submetric,n_tokens,None,2,mse,0.005142169073224068
probe,ru,single_submetric,n_tokens,None,2,rmse,0.07170891906328018
probe,ru,single_submetric,n_tokens,None,2,r2,0.5479602813720703
probe,ar,single_submetric,avg_links_len,None,3,loss,0.060349305346608165
probe,ar,single_submetric,avg_links_len,None,3,mse,0.05836823210120201
probe,ar,single_submetric,avg_links_len,None,3,rmse,0.24159518228061175
probe,ar,single_submetric,avg_links_len,None,3,r2,-0.26024341583251953
probe,ar,single_submetric,avg_max_depth,None,3,loss,0.03556298464536667
probe,ar,single_submetric,avg_max_depth,None,3,mse,0.03552006557583809
probe,ar,single_submetric,avg_max_depth,None,3,rmse,0.18846767780136223
probe,ar,single_submetric,avg_max_depth,None,3,r2,0.2798094153404236
probe,ar,single_submetric,avg_subordinate_chain_len,None,3,loss,0.07991597428917885
probe,ar,single_submetric,avg_subordinate_chain_len,None,3,mse,0.07955986261367798
probe,ar,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.28206357902727885
probe,ar,single_submetric,avg_subordinate_chain_len,None,3,r2,-0.440548300743103
probe,ar,single_submetric,avg_verb_edges,None,3,loss,0.11748943477869034
probe,ar,single_submetric,avg_verb_edges,None,3,mse,0.11825847625732422
probe,ar,single_submetric,avg_verb_edges,None,3,rmse,0.343887301680833
probe,ar,single_submetric,avg_verb_edges,None,3,r2,-0.7133967876434326
probe,ar,single_submetric,lexical_density,None,3,loss,0.055209279805421826
probe,ar,single_submetric,lexical_density,None,3,mse,0.054443005472421646
probe,ar,single_submetric,lexical_density,None,3,rmse,0.23333024980148126
probe,ar,single_submetric,lexical_density,None,3,r2,0.06181991100311279
probe,ar,single_submetric,n_tokens,None,3,loss,0.045408809557557106
probe,ar,single_submetric,n_tokens,None,3,mse,0.04422708600759506
probe,ar,single_submetric,n_tokens,None,3,rmse,0.21030236805037422
probe,ar,single_submetric,n_tokens,None,3,r2,0.4095402956008911
probe,en,single_submetric,avg_links_len,None,3,loss,0.011624944928501333
probe,en,single_submetric,avg_links_len,None,3,mse,0.011488956399261951
probe,en,single_submetric,avg_links_len,None,3,rmse,0.10718654952587078
probe,en,single_submetric,avg_links_len,None,3,r2,-0.2352226972579956
probe,en,single_submetric,avg_max_depth,None,3,loss,0.021838882405843054
probe,en,single_submetric,avg_max_depth,None,3,mse,0.02183130569756031
probe,en,single_submetric,avg_max_depth,None,3,rmse,0.14775420703844716
probe,en,single_submetric,avg_max_depth,None,3,r2,0.22772234678268433
probe,en,single_submetric,avg_subordinate_chain_len,None,3,loss,0.031218737230769227
probe,en,single_submetric,avg_subordinate_chain_len,None,3,mse,0.030957847833633423
probe,en,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.1759484237884313
probe,en,single_submetric,avg_subordinate_chain_len,None,3,r2,-0.26573967933654785
probe,en,single_submetric,avg_verb_edges,None,3,loss,0.05656841769814491
probe,en,single_submetric,avg_verb_edges,None,3,mse,0.05671827867627144
probe,en,single_submetric,avg_verb_edges,None,3,rmse,0.23815599651545924
probe,en,single_submetric,avg_verb_edges,None,3,r2,0.046497225761413574
probe,en,single_submetric,lexical_density,None,3,loss,0.029882080852985382
probe,en,single_submetric,lexical_density,None,3,mse,0.029800711199641228
probe,en,single_submetric,lexical_density,None,3,rmse,0.17262882493848247
probe,en,single_submetric,lexical_density,None,3,r2,-0.04153168201446533
probe,en,single_submetric,n_tokens,None,3,loss,0.010031568352133036
probe,en,single_submetric,n_tokens,None,3,mse,0.010065862908959389
probe,en,single_submetric,n_tokens,None,3,rmse,0.10032877408280931
probe,en,single_submetric,n_tokens,None,3,r2,0.46782422065734863
probe,fi,single_submetric,avg_links_len,None,3,loss,0.035188947937318256
probe,fi,single_submetric,avg_links_len,None,3,mse,0.035243116319179535
probe,fi,single_submetric,avg_links_len,None,3,rmse,0.1877315006043992
probe,fi,single_submetric,avg_links_len,None,3,r2,-0.9432346820831299
probe,fi,single_submetric,avg_max_depth,None,3,loss,0.023030494738902365
probe,fi,single_submetric,avg_max_depth,None,3,mse,0.02312939241528511
probe,fi,single_submetric,avg_max_depth,None,3,rmse,0.15208350474421975
probe,fi,single_submetric,avg_max_depth,None,3,r2,0.2414878010749817
probe,fi,single_submetric,avg_subordinate_chain_len,None,3,loss,0.05893049708434513
probe,fi,single_submetric,avg_subordinate_chain_len,None,3,mse,0.05907398834824562
probe,fi,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.24305141091597396
probe,fi,single_submetric,avg_subordinate_chain_len,None,3,r2,-0.33068621158599854
probe,fi,single_submetric,avg_verb_edges,None,3,loss,0.09290265025837081
probe,fi,single_submetric,avg_verb_edges,None,3,mse,0.09286848455667496
probe,fi,single_submetric,avg_verb_edges,None,3,rmse,0.3047433092894329
probe,fi,single_submetric,avg_verb_edges,None,3,r2,-0.3124117851257324
probe,fi,single_submetric,lexical_density,None,3,loss,0.04147299272673471
probe,fi,single_submetric,lexical_density,None,3,mse,0.041661638766527176
probe,fi,single_submetric,lexical_density,None,3,rmse,0.2041118290705543
probe,fi,single_submetric,lexical_density,None,3,r2,0.06839126348495483
probe,fi,single_submetric,n_tokens,None,3,loss,0.01054780398096357
probe,fi,single_submetric,n_tokens,None,3,mse,0.010667132213711739
probe,fi,single_submetric,n_tokens,None,3,rmse,0.10328180969421352
probe,fi,single_submetric,n_tokens,None,3,r2,0.2285010814666748
probe,id,single_submetric,avg_links_len,None,3,loss,0.042202486523560116
probe,id,single_submetric,avg_links_len,None,3,mse,0.04208631068468094
probe,id,single_submetric,avg_links_len,None,3,rmse,0.20514948375436126
probe,id,single_submetric,avg_links_len,None,3,r2,-0.8957109451293945
probe,id,single_submetric,avg_max_depth,None,3,loss,0.025771780205624446
probe,id,single_submetric,avg_max_depth,None,3,mse,0.02586892433464527
probe,id,single_submetric,avg_max_depth,None,3,rmse,0.1608381930221963
probe,id,single_submetric,avg_max_depth,None,3,r2,0.1970210075378418
probe,id,single_submetric,avg_subordinate_chain_len,None,3,loss,0.0677519743996007
probe,id,single_submetric,avg_subordinate_chain_len,None,3,mse,0.06821784377098083
probe,id,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.26118545857490005
probe,id,single_submetric,avg_subordinate_chain_len,None,3,r2,-0.3010976314544678
probe,id,single_submetric,avg_verb_edges,None,3,loss,0.0490350036748818
probe,id,single_submetric,avg_verb_edges,None,3,mse,0.04909053444862366
probe,id,single_submetric,avg_verb_edges,None,3,rmse,0.22156383831443174
probe,id,single_submetric,avg_verb_edges,None,3,r2,0.23140037059783936
probe,id,single_submetric,lexical_density,None,3,loss,0.036133533609764915
probe,id,single_submetric,lexical_density,None,3,mse,0.03635314851999283
probe,id,single_submetric,lexical_density,None,3,rmse,0.19066501650799192
probe,id,single_submetric,lexical_density,None,3,r2,0.11158972978591919
probe,id,single_submetric,n_tokens,None,3,loss,0.024588766640850475
probe,id,single_submetric,n_tokens,None,3,mse,0.024577243253588676
probe,id,single_submetric,n_tokens,None,3,rmse,0.15677130877041462
probe,id,single_submetric,n_tokens,None,3,r2,0.16801446676254272
probe,ja,single_submetric,avg_links_len,None,3,loss,0.12322383001446724
probe,ja,single_submetric,avg_links_len,None,3,mse,0.12212838232517242
probe,ja,single_submetric,avg_links_len,None,3,rmse,0.3494687143725064
probe,ja,single_submetric,avg_links_len,None,3,r2,-1.8723206520080566
probe,ja,single_submetric,avg_max_depth,None,3,loss,0.08667997519175212
probe,ja,single_submetric,avg_max_depth,None,3,mse,0.08826326578855515
probe,ja,single_submetric,avg_max_depth,None,3,rmse,0.29709134250017305
probe,ja,single_submetric,avg_max_depth,None,3,r2,-0.30392634868621826
probe,ja,single_submetric,avg_subordinate_chain_len,None,3,loss,0.05837901992102464
probe,ja,single_submetric,avg_subordinate_chain_len,None,3,mse,0.059080466628074646
probe,ja,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.24306473752495372
probe,ja,single_submetric,avg_subordinate_chain_len,None,3,r2,0.19709473848342896
probe,ja,single_submetric,avg_verb_edges,None,3,loss,0.0754215723524491
probe,ja,single_submetric,avg_verb_edges,None,3,mse,0.07655832916498184
probe,ja,single_submetric,avg_verb_edges,None,3,rmse,0.27669175839728555
probe,ja,single_submetric,avg_verb_edges,None,3,r2,0.19856727123260498
probe,ja,single_submetric,lexical_density,None,3,loss,0.07864263840019703
probe,ja,single_submetric,lexical_density,None,3,mse,0.08001106977462769
probe,ja,single_submetric,lexical_density,None,3,rmse,0.2828622805794857
probe,ja,single_submetric,lexical_density,None,3,r2,-0.5269174575805664
probe,ja,single_submetric,n_tokens,None,3,loss,0.02653742829958598
probe,ja,single_submetric,n_tokens,None,3,mse,0.02633792720735073
probe,ja,single_submetric,n_tokens,None,3,rmse,0.162289639864505
probe,ja,single_submetric,n_tokens,None,3,r2,0.5585213899612427
probe,ko,single_submetric,avg_links_len,None,3,loss,0.04110307273055826
probe,ko,single_submetric,avg_links_len,None,3,mse,0.041542209684848785
probe,ko,single_submetric,avg_links_len,None,3,rmse,0.20381906114210413
probe,ko,single_submetric,avg_links_len,None,3,r2,-0.8052515983581543
probe,ko,single_submetric,avg_max_depth,None,3,loss,0.037155014861907275
probe,ko,single_submetric,avg_max_depth,None,3,mse,0.03740866854786873
probe,ko,single_submetric,avg_max_depth,None,3,rmse,0.19341320675659335
probe,ko,single_submetric,avg_max_depth,None,3,r2,-0.07142245769500732
probe,ko,single_submetric,avg_subordinate_chain_len,None,3,loss,0.05109868943691254
probe,ko,single_submetric,avg_subordinate_chain_len,None,3,mse,0.05092965066432953
probe,ko,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.2256759860160791
probe,ko,single_submetric,avg_subordinate_chain_len,None,3,r2,-0.007901430130004883
probe,ko,single_submetric,avg_verb_edges,None,3,loss,0.03654086323721068
probe,ko,single_submetric,avg_verb_edges,None,3,mse,0.03645693510770798
probe,ko,single_submetric,avg_verb_edges,None,3,rmse,0.19093699250723517
probe,ko,single_submetric,avg_verb_edges,None,3,r2,-0.05080866813659668
probe,ko,single_submetric,lexical_density,None,3,loss,0.06385293549724988
probe,ko,single_submetric,lexical_density,None,3,mse,0.0640430822968483
probe,ko,single_submetric,lexical_density,None,3,rmse,0.253067347354115
probe,ko,single_submetric,lexical_density,None,3,r2,-0.6020971536636353
probe,ko,single_submetric,n_tokens,None,3,loss,0.10416224492447716
probe,ko,single_submetric,n_tokens,None,3,mse,0.10400008410215378
probe,ko,single_submetric,n_tokens,None,3,rmse,0.32249044032676966
probe,ko,single_submetric,n_tokens,None,3,r2,-1.4939725399017334
probe,ru,single_submetric,avg_links_len,None,3,loss,0.01457951683551073
probe,ru,single_submetric,avg_links_len,None,3,mse,0.014387569390237331
probe,ru,single_submetric,avg_links_len,None,3,rmse,0.11994819461016215
probe,ru,single_submetric,avg_links_len,None,3,r2,0.14588725566864014
probe,ru,single_submetric,avg_max_depth,None,3,loss,0.01691825594753027
probe,ru,single_submetric,avg_max_depth,None,3,mse,0.01696217991411686
probe,ru,single_submetric,avg_max_depth,None,3,rmse,0.13023893394111016
probe,ru,single_submetric,avg_max_depth,None,3,r2,0.30459457635879517
probe,ru,single_submetric,avg_subordinate_chain_len,None,3,loss,0.055660209485462735
probe,ru,single_submetric,avg_subordinate_chain_len,None,3,mse,0.055384837090969086
probe,ru,single_submetric,avg_subordinate_chain_len,None,3,rmse,0.23533983320077603
probe,ru,single_submetric,avg_subordinate_chain_len,None,3,r2,-0.46649277210235596
probe,ru,single_submetric,avg_verb_edges,None,3,loss,0.047545661351510456
probe,ru,single_submetric,avg_verb_edges,None,3,mse,0.04713447019457817
probe,ru,single_submetric,avg_verb_edges,None,3,rmse,0.2171047447537206
probe,ru,single_submetric,avg_verb_edges,None,3,r2,-0.15166306495666504
probe,ru,single_submetric,lexical_density,None,3,loss,0.03820577583142689
probe,ru,single_submetric,lexical_density,None,3,mse,0.03800909221172333
probe,ru,single_submetric,lexical_density,None,3,rmse,0.19495920653234955
probe,ru,single_submetric,lexical_density,None,3,r2,0.05449801683425903
probe,ru,single_submetric,n_tokens,None,3,loss,0.006485402051891599
probe,ru,single_submetric,n_tokens,None,3,mse,0.0065694241784513
probe,ru,single_submetric,n_tokens,None,3,rmse,0.08105198442019355
probe,ru,single_submetric,n_tokens,None,3,r2,0.4224926233291626
probe,ar,single_submetric,avg_links_len,None,4,loss,0.05744606889784336
probe,ar,single_submetric,avg_links_len,None,4,mse,0.055635664612054825
probe,ar,single_submetric,avg_links_len,None,4,rmse,0.23587213615019223
probe,ar,single_submetric,avg_links_len,None,4,r2,-0.20124387741088867
probe,ar,single_submetric,avg_max_depth,None,4,loss,0.03186238892376423
probe,ar,single_submetric,avg_max_depth,None,4,mse,0.03187087923288345
probe,ar,single_submetric,avg_max_depth,None,4,rmse,0.17852416988431413
probe,ar,single_submetric,avg_max_depth,None,4,r2,0.3537988066673279
probe,ar,single_submetric,avg_subordinate_chain_len,None,4,loss,0.0795308731496334
probe,ar,single_submetric,avg_subordinate_chain_len,None,4,mse,0.07927295565605164
probe,ar,single_submetric,avg_subordinate_chain_len,None,4,rmse,0.28155453407120196
probe,ar,single_submetric,avg_subordinate_chain_len,None,4,r2,-0.4353533983230591
probe,ar,single_submetric,avg_verb_edges,None,4,loss,0.11852940618991852
probe,ar,single_submetric,avg_verb_edges,None,4,mse,0.11927279084920883
probe,ar,single_submetric,avg_verb_edges,None,4,rmse,0.34535893046106225
probe,ar,single_submetric,avg_verb_edges,None,4,r2,-0.7280927896499634
probe,ar,single_submetric,lexical_density,None,4,loss,0.06104104593396187
probe,ar,single_submetric,lexical_density,None,4,mse,0.060220953077077866
probe,ar,single_submetric,lexical_density,None,4,rmse,0.245399578396292
probe,ar,single_submetric,lexical_density,None,4,r2,-0.03774762153625488
probe,ar,single_submetric,n_tokens,None,4,loss,0.03794576860964298
probe,ar,single_submetric,n_tokens,None,4,mse,0.036975208669900894
probe,ar,single_submetric,n_tokens,None,4,rmse,0.1922893878244478
probe,ar,single_submetric,n_tokens,None,4,r2,0.5063574314117432
probe,en,single_submetric,avg_links_len,None,4,loss,0.01082961427580033
probe,en,single_submetric,avg_links_len,None,4,mse,0.010710696689784527
probe,en,single_submetric,avg_links_len,None,4,rmse,0.10349249581387303
probe,en,single_submetric,avg_links_len,None,4,r2,-0.15154898166656494
probe,en,single_submetric,avg_max_depth,None,4,loss,0.01857743372342416
probe,en,single_submetric,avg_max_depth,None,4,mse,0.018583117052912712
probe,en,single_submetric,avg_max_depth,None,4,rmse,0.13631990703089814
probe,en,single_submetric,avg_max_depth,None,4,r2,0.34262627363204956
probe,en,single_submetric,avg_subordinate_chain_len,None,4,loss,0.025910534230726107
probe,en,single_submetric,avg_subordinate_chain_len,None,4,mse,0.02570604905486107
probe,en,single_submetric,avg_subordinate_chain_len,None,4,rmse,0.16033106079253973
probe,en,single_submetric,avg_subordinate_chain_len,None,4,r2,-0.05101501941680908
probe,en,single_submetric,avg_verb_edges,None,4,loss,0.05182401463389397
probe,en,single_submetric,avg_verb_edges,None,4,mse,0.05196154862642288
probe,en,single_submetric,avg_verb_edges,None,4,rmse,0.22795075921440333
probe,en,single_submetric,avg_verb_edges,None,4,r2,0.1264636516571045
probe,en,single_submetric,lexical_density,None,4,loss,0.028222931548953056
probe,en,single_submetric,lexical_density,None,4,mse,0.028314022347331047
probe,en,single_submetric,lexical_density,None,4,rmse,0.16826771035267296
probe,en,single_submetric,lexical_density,None,4,r2,0.010428011417388916
probe,en,single_submetric,n_tokens,None,4,loss,0.011558230035007
probe,en,single_submetric,n_tokens,None,4,mse,0.011598781682550907
probe,en,single_submetric,n_tokens,None,4,rmse,0.10769764009740838
probe,en,single_submetric,n_tokens,None,4,r2,0.38677978515625
probe,fi,single_submetric,avg_links_len,None,4,loss,0.031568004084484916
probe,fi,single_submetric,avg_links_len,None,4,mse,0.03160279616713524
probe,fi,single_submetric,avg_links_len,None,4,rmse,0.177771753006869
probe,fi,single_submetric,avg_links_len,None,4,r2,-0.7425148487091064
probe,fi,single_submetric,avg_max_depth,None,4,loss,0.021282473179910864
probe,fi,single_submetric,avg_max_depth,None,4,mse,0.02137003466486931
probe,fi,single_submetric,avg_max_depth,None,4,rmse,0.1461849330980088
probe,fi,single_submetric,avg_max_depth,None,4,r2,0.2991846799850464
probe,fi,single_submetric,avg_subordinate_chain_len,None,4,loss,0.05541666916438511
probe,fi,single_submetric,avg_subordinate_chain_len,None,4,mse,0.05550095811486244
probe,fi,single_submetric,avg_subordinate_chain_len,None,4,rmse,0.23558641326456506
probe,fi,single_submetric,avg_subordinate_chain_len,None,4,r2,-0.2502009868621826
probe,fi,single_submetric,avg_verb_edges,None,4,loss,0.09593211327280317
probe,fi,single_submetric,avg_verb_edges,None,4,mse,0.09591981768608093
probe,fi,single_submetric,avg_verb_edges,None,4,rmse,0.3097092470141648
probe,fi,single_submetric,avg_verb_edges,None,4,r2,-0.35553300380706787
probe,fi,single_submetric,lexical_density,None,4,loss,0.04335027454154832
probe,fi,single_submetric,lexical_density,None,4,mse,0.043552447110414505
probe,fi,single_submetric,lexical_density,None,4,rmse,0.20869223059427608
probe,fi,single_submetric,lexical_density,None,4,r2,0.026110351085662842
probe,fi,single_submetric,n_tokens,None,4,loss,0.009045448087688004
probe,fi,single_submetric,n_tokens,None,4,mse,0.009131249971687794
probe,fi,single_submetric,n_tokens,None,4,rmse,0.09555757411993983
probe,fi,single_submetric,n_tokens,None,4,r2,0.3395836353302002
probe,id,single_submetric,avg_links_len,None,4,loss,0.036100683733820915
probe,id,single_submetric,avg_links_len,None,4,mse,0.035956744104623795
probe,id,single_submetric,avg_links_len,None,4,rmse,0.1896226360554662
probe,id,single_submetric,avg_links_len,None,4,r2,-0.6196143627166748
probe,id,single_submetric,avg_max_depth,None,4,loss,0.026039316451975277
probe,id,single_submetric,avg_max_depth,None,4,mse,0.026041727513074875
probe,id,single_submetric,avg_max_depth,None,4,rmse,0.16137449461756612
probe,id,single_submetric,avg_max_depth,None,4,r2,0.1916571855545044
probe,id,single_submetric,avg_subordinate_chain_len,None,4,loss,0.06050647848418781
probe,id,single_submetric,avg_subordinate_chain_len,None,4,mse,0.0608680322766304
probe,id,single_submetric,avg_subordinate_chain_len,None,4,rmse,0.24671447520692905
probe,id,single_submetric,avg_subordinate_chain_len,None,4,r2,-0.16091704368591309
probe,id,single_submetric,avg_verb_edges,None,4,loss,0.05060521140694618
probe,id,single_submetric,avg_verb_edges,None,4,mse,0.050543081015348434
probe,id,single_submetric,avg_verb_edges,None,4,rmse,0.2248178841092239
probe,id,single_submetric,avg_verb_edges,None,4,r2,0.2086580991744995
probe,id,single_submetric,lexical_density,None,4,loss,0.03872504750532763
probe,id,single_submetric,lexical_density,None,4,mse,0.03896027430891991
probe,id,single_submetric,lexical_density,None,4,rmse,0.19738357152741945
probe,id,single_submetric,lexical_density,None,4,r2,0.047875940799713135
probe,id,single_submetric,n_tokens,None,4,loss,0.02568000555038452
probe,id,single_submetric,n_tokens,None,4,mse,0.025654863566160202
probe,id,single_submetric,n_tokens,None,4,rmse,0.1601713568843075
probe,id,single_submetric,n_tokens,None,4,r2,0.13153499364852905
probe,ja,single_submetric,avg_links_len,None,4,loss,0.12113242223858833
probe,ja,single_submetric,avg_links_len,None,4,mse,0.12003877013921738
probe,ja,single_submetric,avg_links_len,None,4,rmse,0.3464661168703476
probe,ja,single_submetric,avg_links_len,None,4,r2,-1.8231751918792725
probe,ja,single_submetric,avg_max_depth,None,4,loss,0.07493478742738564
probe,ja,single_submetric,avg_max_depth,None,4,mse,0.07623343169689178
probe,ja,single_submetric,avg_max_depth,None,4,rmse,0.27610402332615835
probe,ja,single_submetric,avg_max_depth,None,4,r2,-0.12620782852172852
probe,ja,single_submetric,avg_subordinate_chain_len,None,4,loss,0.05577573863168558
probe,ja,single_submetric,avg_subordinate_chain_len,None,4,mse,0.05618642643094063
probe,ja,single_submetric,avg_subordinate_chain_len,None,4,rmse,0.23703676177112407
probe,ja,single_submetric,avg_subordinate_chain_len,None,4,r2,0.23642480373382568
probe,ja,single_submetric,avg_verb_edges,None,4,loss,0.07406678361197312
probe,ja,single_submetric,avg_verb_edges,None,4,mse,0.07489491254091263
probe,ja,single_submetric,avg_verb_edges,None,4,rmse,0.27366934892477934
probe,ja,single_submetric,avg_verb_edges,None,4,r2,0.21598035097122192
probe,ja,single_submetric,lexical_density,None,4,loss,0.08201524925728639
probe,ja,single_submetric,lexical_density,None,4,mse,0.08356387168169022
probe,ja,single_submetric,lexical_density,None,4,rmse,0.28907416294385463
probe,ja,single_submetric,lexical_density,None,4,r2,-0.5947184562683105
probe,ja,single_submetric,n_tokens,None,4,loss,0.02335652383044362
probe,ja,single_submetric,n_tokens,None,4,mse,0.023106003180146217
probe,ja,single_submetric,n_tokens,None,4,rmse,0.15200658926555197
probe,ja,single_submetric,n_tokens,None,4,r2,0.6126951575279236
probe,ko,single_submetric,avg_links_len,None,4,loss,0.0363603550940752
probe,ko,single_submetric,avg_links_len,None,4,mse,0.03661338612437248
probe,ko,single_submetric,avg_links_len,None,4,rmse,0.191346246695284
probe,ko,single_submetric,avg_links_len,None,4,r2,-0.591065526008606
probe,ko,single_submetric,avg_max_depth,None,4,loss,0.032223308458924294
probe,ko,single_submetric,avg_max_depth,None,4,mse,0.03228987008333206
probe,ko,single_submetric,avg_max_depth,None,4,rmse,0.1796938231641034
probe,ko,single_submetric,avg_max_depth,None,4,r2,0.07518512010574341
probe,ko,single_submetric,avg_subordinate_chain_len,None,4,loss,0.04912375818405833
probe,ko,single_submetric,avg_subordinate_chain_len,None,4,mse,0.04894500970840454
probe,ko,single_submetric,avg_subordinate_chain_len,None,4,rmse,0.22123519093581054
probe,ko,single_submetric,avg_subordinate_chain_len,None,4,r2,0.03137475252151489
probe,ko,single_submetric,avg_verb_edges,None,4,loss,0.03524204609649522
probe,ko,single_submetric,avg_verb_edges,None,4,mse,0.03519768267869949
probe,ko,single_submetric,avg_verb_edges,None,4,rmse,0.18761045460927675
probe,ko,single_submetric,avg_verb_edges,None,4,r2,-0.014512896537780762
