language,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity,task,model_type,metric,split,submetric,layer
ko,0.0371718592941761,0.0392042212188243,0.0408824197947979,0.0355036295950412,0.0385300902028878,0.001358230908711698,3.5251173863327727,single_submetric,XGBRegressor,mse,test,avg_verb_edges,overall
ru,0.0454679317772388,0.0457377359271049,0.0479658357799053,0.0513028129935264,0.04833546156684554,0.0028675297896067417,5.932559029442784,single_submetric,XGBRegressor,mse,test,avg_verb_edges,overall
ar,0.0448789447546005,0.0600550696253776,0.0578054524958133,0.0591096580028533,0.05899006004134807,0.01411111528674757,23.92117464680766,complexity,lm_probe,mse,test,complexity,layer2
en,0.0127144297584891,0.0400572828948497,0.039363358169794,0.0391920134425163,0.039537551502386664,0.026823121743897563,67.84214177319099,complexity,lm_probe,mse,test,complexity,layer2
fi,0.0183865018188953,0.0393514297902584,0.0395510792732238,0.0393968522548675,0.0394331204394499,0.021046618620554604,53.37294737521972,complexity,lm_probe,mse,test,complexity,layer2
id,0.0222326200455427,0.0417669638991355,0.0403510928153991,0.0431294329464435,0.041749163220326034,0.019516543174783334,46.7471481327355,complexity,lm_probe,mse,test,complexity,layer2
ja,0.0184609573334455,0.0603655353188514,0.0573662631213665,0.058230210095644,0.0586540028452873,0.0401930455118418,68.52566502214641,complexity,lm_probe,mse,test,complexity,layer2
ko,0.0132675170898437,0.0329848825931549,0.0342268534004688,0.0359093584120273,0.034373698135217005,0.021106181045373304,61.402124852400775,complexity,lm_probe,mse,test,complexity,layer2
ru,0.0296728629618883,0.0493890605866909,0.0547252669930458,0.0526569411158561,0.05225708956519761,0.02258422660330931,43.21753620651321,complexity,lm_probe,mse,test,complexity,layer2
ar,0.0436188653111457,0.0774212777614593,0.0752953439950943,0.0757103860378265,0.07614233593146003,0.032523470620314326,42.71404366893934,single_submetric,lm_probe,mse,test,n_tokens,layer2
en,0.0259333830326795,0.0289492774754762,0.0249178018420934,0.0255083478987216,0.02645847573876373,0.0005250927060842306,1.9845916721307149,single_submetric,lm_probe,mse,test,n_tokens,layer2
fi,0.0093419756740331,0.0142318364232778,0.0149383032694458,0.0150919631123542,0.014754034268359266,0.0054120585943261655,36.68188982001068,single_submetric,lm_probe,mse,test,n_tokens,layer2
id,0.0418648719787597,0.0363959968090057,0.0352830402553081,0.0351676605641841,0.03561556587616597,-0.006249306102593735,-17.546558502881425,single_submetric,lm_probe,mse,test,n_tokens,layer2
ja,0.0195338912308216,0.0579107850790023,0.0589530766010284,0.060640450567007,0.0591681040823459,0.0396342128515243,66.98577462675543,single_submetric,lm_probe,mse,test,n_tokens,layer2
ko,0.0335282795131206,0.0711137056350708,0.0700757130980491,0.069413423538208,0.07020094742377597,0.03667266791065537,52.2395626504535,single_submetric,lm_probe,mse,test,n_tokens,layer2
ru,0.0078546898439526,0.0126646095886826,0.0128168174996972,0.0112450942397117,0.012242173776030499,0.0043874839320778986,35.839092079123645,single_submetric,lm_probe,mse,test,n_tokens,layer2
ar,0.0262904651463031,0.0651631876826286,0.0569293051958084,0.0738879963755607,0.06532682975133257,0.03903636460502947,59.755485998053025,complexity,XGBRegressor,mse,val,complexity,overall
en,0.0267734788358211,0.0451420284807682,0.0490701869130134,0.0490342490375041,0.04774882147709523,0.02097534264127413,43.92850334816295,complexity,XGBRegressor,mse,val,complexity,overall
fi,0.0445399358868598,0.0772029533982276,0.0809635892510414,0.0816674008965492,0.07994464784860607,0.03540471196174627,44.286531887404635,complexity,XGBRegressor,mse,val,complexity,overall
id,0.0184040293097496,0.0546730309724807,0.05357351526618,0.0593709424138069,0.05587249621748921,0.03746846690773961,67.06066391215082,complexity,XGBRegressor,mse,val,complexity,overall
ja,0.0268771648406982,0.0678248181939125,0.0695535242557525,0.0727592930197715,0.07004587848981218,0.04316871364911398,61.629198719226075,complexity,XGBRegressor,mse,val,complexity,overall
ko,0.0248060058802366,0.054547481238842,0.0534429661929607,0.0550378113985061,0.05434275294343627,0.029536747063199666,54.352688193665074,complexity,XGBRegressor,mse,val,complexity,overall
ru,0.0155703658238053,0.0622913055121898,0.0625017210841178,0.0627284944057464,0.06250717366735134,0.04693680784354604,75.09027378734613,complexity,XGBRegressor,mse,val,complexity,overall
ar,0.0422246605157852,0.0780206993222236,0.0714204758405685,0.0802513286471366,0.0765641679366429,0.0343395074208577,44.8506244452023,single_submetric,lm_probe,mse,test,n_tokens,layer12
en,0.0307329408824443,0.0230115819722414,0.0262105092406272,0.0244627352803945,0.0245616088310877,-0.006171332051356598,-25.125927596182233,single_submetric,lm_probe,mse,test,n_tokens,layer12
fi,0.0096938498318195,0.0148126827552914,0.015832845121622,0.0141964480280876,0.014947325301667,0.0052534754698475,35.146592208450876,single_submetric,lm_probe,mse,test,n_tokens,layer12
id,0.0408605113625526,0.039770383387804,0.0368385687470436,0.0375845246016979,0.03806449224551517,-0.002796019117037432,-7.345478560447274,single_submetric,lm_probe,mse,test,n_tokens,layer12
ja,0.0275883208960294,0.0591677464544773,0.0625176206231117,0.0626374259591102,0.06144093101223307,0.03385261011620368,55.09781436981077,single_submetric,lm_probe,mse,test,n_tokens,layer12
ko,0.0431509390473365,0.0706395357847213,0.0726627185940742,0.0692829117178917,0.07086172203222907,0.027710782984892567,39.10543265133925,single_submetric,lm_probe,mse,test,n_tokens,layer12
ru,0.0123084830120205,0.0111173968762159,0.0120653919875621,0.0143159301951527,0.012499573019643566,0.00019109000762306677,1.5287722814432252,single_submetric,lm_probe,mse,test,n_tokens,layer12
ar,0.0370776951313018,0.0581557229161262,0.0532295741140842,0.0568114258348941,0.05606557428836817,0.018987879157066373,33.86726952871997,single_submetric,lm_probe,mse,test,avg_links_len,layer6
en,0.0086772553622722,0.0087851723656058,0.0087426276877522,0.0092814164236187,0.008936405492325567,0.00025915013005336704,2.8999370079605358,single_submetric,lm_probe,mse,test,avg_links_len,layer6
fi,0.0196425952017307,0.023215889930725,0.0232513919472694,0.0225233603268861,0.022996880734960163,0.0033542855332294626,14.585828277703042,single_submetric,lm_probe,mse,test,avg_links_len,layer6
id,0.0194035992026329,0.0317364074289798,0.0343917049467563,0.0344632565975189,0.03353045632441833,0.014126857121785432,42.131419224073134,single_submetric,lm_probe,mse,test,avg_links_len,layer6
ja,0.0957776382565498,0.0959481596946716,0.1058153808116912,0.0940964519977569,0.09861999750137324,0.002842359244823442,2.882132748770211,single_submetric,lm_probe,mse,test,avg_links_len,layer6
ko,0.0155078684911131,0.0249981079250574,0.0243054516613483,0.0249257646501064,0.024743108078837367,0.009235239587724268,37.32449277713463,single_submetric,lm_probe,mse,test,avg_links_len,layer6
ru,0.0206141956150531,0.0161978192627429,0.0160437952727079,0.016741432249546,0.0163276822616656,-0.004286513353387502,-26.253042438555095,single_submetric,lm_probe,mse,test,avg_links_len,layer6
ar,0.0499632582068443,0.065807431936264,0.0540818125009536,0.0572438314557075,0.059044358630975034,0.009081100424130732,15.38013221701206,complexity,lm_probe,mse,test,complexity,layer12
en,0.025914566591382,0.0422278828918933,0.0396714024245739,0.0404054336249828,0.040768239647150005,0.014853673055768006,36.434423424525725,complexity,lm_probe,mse,test,complexity,layer12
fi,0.0284530334174633,0.0385410338640213,0.039173200726509,0.0383518598973751,0.03868869816263513,0.010235664745171829,26.4564723841167,complexity,lm_probe,mse,test,complexity,layer12
id,0.0618425160646438,0.0394457690417766,0.041395790874958,0.0473227463662624,0.04272143542766566,-0.019121080636978136,-44.75757999600279,complexity,lm_probe,mse,test,complexity,layer12
ja,0.0228235013782978,0.0587811879813671,0.0621891729533672,0.0556460209190845,0.05887212728460626,0.03604862590630846,61.232076313529724,complexity,lm_probe,mse,test,complexity,layer12
ko,0.0156208472326397,0.0368849225342273,0.0278899278491735,0.0329731293022632,0.032582659895221334,0.016961812662581635,52.05778999359504,complexity,lm_probe,mse,test,complexity,layer12
ru,0.0248988457024097,0.0582854300737381,0.0471381060779094,0.0668556168675422,0.0574263843397299,0.032527538637320205,56.64214979109582,complexity,lm_probe,mse,test,complexity,layer12
ar,0.0383486786909414,0.0624711313972201,0.0641881825050343,0.0681968445250552,0.0649520528091032,0.0266033741181618,40.958480860258916,complexity,Ridge,mse,test,complexity,overall
en,0.0202918706770314,0.0425737584398021,0.0417675411811053,0.0425237695956173,0.04228835640550824,0.021996485728476838,52.015466190148985,complexity,Ridge,mse,test,complexity,overall
fi,0.0281276106200392,0.0374426075372978,0.0435525423333653,0.0419183205435827,0.0409711568047486,0.012843546184709401,31.347775328669314,complexity,Ridge,mse,test,complexity,overall
id,0.0210186370545752,0.0445482790189448,0.0427626072124966,0.0481201091007723,0.0451436651107379,0.024125028056162696,53.44056136555094,complexity,Ridge,mse,test,complexity,overall
ja,0.0355114785647435,0.0588218669806546,0.0570572262503694,0.0701896437230243,0.0620229123180161,0.026511433753272598,42.744580611335934,complexity,Ridge,mse,test,complexity,overall
ko,0.0190589824799033,0.0366108968899961,0.0376362137950081,0.0409381401429348,0.038395083609313,0.0193361011294097,50.36087777842367,complexity,Ridge,mse,test,complexity,overall
ru,0.0260710696889433,0.0660211675589707,0.0579510807451696,0.0646503418196503,0.06287419670793021,0.03680312701898691,58.53454826619677,complexity,Ridge,mse,test,complexity,overall
ar,0.8311688311688312,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.11688311688311692,16.36363636363637,question_type,lm_probe,accuracy,test,overall,layer12
en,0.9454545454545454,0.5,0.5,0.5,0.5,0.44545454545454544,89.0909090909091,question_type,lm_probe,accuracy,test,overall,layer12
fi,0.9,0.5,0.5,0.5,0.5,0.4,80.0,question_type,lm_probe,accuracy,test,overall,layer12
id,0.7454545454545455,0.5,0.5,0.5,0.5,0.24545454545454548,49.09090909090909,question_type,lm_probe,accuracy,test,overall,layer12
ja,0.8586956521739131,0.4021739130434782,0.4021739130434782,0.391304347826087,0.39855072463768115,0.46014492753623193,115.45454545454548,question_type,lm_probe,accuracy,test,overall,layer12
ko,0.8636363636363636,0.5,0.5,0.5,0.5,0.36363636363636365,72.72727272727273,question_type,lm_probe,accuracy,test,overall,layer12
ru,0.9,0.5,0.5,0.5,0.5,0.4,80.0,question_type,lm_probe,accuracy,test,overall,layer12
ar,0.0376175865530967,0.0733201801776886,0.0722022876143455,0.0771559700369834,0.07422614594300583,0.03660855938990913,49.320302064475804,single_submetric,XGBRegressor,mse,test,n_tokens,overall
en,0.0183263104408979,0.0260500591248273,0.0243929997086524,0.0265314485877752,0.0256581691404183,0.0073318586995204,28.575143687749772,single_submetric,XGBRegressor,mse,test,n_tokens,overall
fi,0.0114493938162922,0.0170996394008398,0.0189639776945114,0.0180315468460321,0.018031721313794432,0.006582327497502233,36.504154999704284,single_submetric,XGBRegressor,mse,test,n_tokens,overall
id,0.0349365174770355,0.0313070490956306,0.0330189280211925,0.0283255260437726,0.030883834386865233,-0.0040526830901702685,-13.12234432876592,single_submetric,XGBRegressor,mse,test,n_tokens,overall
ja,0.0282169114798307,0.0647917687892913,0.0646638646721839,0.062894307076931,0.0641166468461354,0.0358997353663047,55.991286400948994,single_submetric,XGBRegressor,mse,test,n_tokens,overall
ko,0.0333123840391635,0.0676255598664283,0.0668108463287353,0.068296231329441,0.06757754584153487,0.03426516180237137,50.704951438634716,single_submetric,XGBRegressor,mse,test,n_tokens,overall
ru,0.0089824656024575,0.0143938418477773,0.0148400207981467,0.0152848875150084,0.014839583386977467,0.005857117784519967,39.469556737420966,single_submetric,XGBRegressor,mse,test,n_tokens,overall
ar,0.0822924971580505,0.0675618276000022,0.0665794312953949,0.0708241388201713,0.0683217992385228,-0.013970697919527694,-20.448375299300384,complexity,lm_probe,mse,test,complexity,layer11
en,0.0132353901863098,0.0405797064304351,0.0415777191519737,0.0419449694454669,0.0413674650092919,0.0281320748229821,68.00531484504336,complexity,lm_probe,mse,test,complexity,layer11
fi,0.0205022804439067,0.0435254089534282,0.0418609194457531,0.0435815453529357,0.042989291250705663,0.022487010806798963,52.30840088909314,complexity,lm_probe,mse,test,complexity,layer11
id,0.0252419654279947,0.0485901497304439,0.0488095879554748,0.04690583050251,0.04810185606280957,0.022859890634814868,47.52392632202236,complexity,lm_probe,mse,test,complexity,layer11
ja,0.0228008106350898,0.0620499551296234,0.0622734539210796,0.0528975687921047,0.05907365928093589,0.036272848645846095,61.402745466204735,complexity,lm_probe,mse,test,complexity,layer11
ko,0.0112834768369793,0.0351880975067615,0.0345479287207126,0.0351116470992565,0.034949224442243534,0.023665747605264235,67.71465742930528,complexity,lm_probe,mse,test,complexity,layer11
ru,0.0175500176846981,0.0572122037410736,0.0564986243844032,0.0543434843420982,0.05601810415585834,0.038468086471160234,68.67081107231164,complexity,lm_probe,mse,test,complexity,layer11
ar,0.0905166101641355,0.1164934531424105,0.1309330528424253,0.1304091962502552,0.12594523407836367,0.03542862391422817,28.130182276039385,single_submetric,Ridge,mse,test,avg_verb_edges,overall
en,0.0452925471327799,0.0706038606889086,0.0638451445237932,0.0651029794548882,0.06651732822253,0.021224781089750094,31.90864945558814,single_submetric,Ridge,mse,test,avg_verb_edges,overall
fi,0.0661138561069919,0.0841884158302555,0.0893843093624351,0.0921129285466099,0.08856188457976684,0.02244802847277494,25.347279565348696,single_submetric,Ridge,mse,test,avg_verb_edges,overall
id,0.0696084322401399,0.0730927063959032,0.0732534091577908,0.0792809969017935,0.0752090374851625,0.005600605245022594,7.4467184161577675,single_submetric,Ridge,mse,test,avg_verb_edges,overall
ja,0.0941966525014839,0.1005827650304602,0.1090257874864059,0.1115290103835405,0.10704585430013554,0.012849201798651635,12.003455792528872,single_submetric,Ridge,mse,test,avg_verb_edges,overall
ko,0.0377534540249676,0.0395541751432741,0.0488515373643492,0.0354171346997731,0.041274282402465466,0.003520828377497863,8.530320026321164,single_submetric,Ridge,mse,test,avg_verb_edges,overall
ru,0.0419691869629715,0.0529146396041749,0.0463379642418295,0.0542701264790569,0.051174243441687105,0.009205056478715605,17.987674774722834,single_submetric,Ridge,mse,test,avg_verb_edges,overall
ar,0.0494277986306719,0.0773614504321878,0.079381802476142,0.0839556352924048,0.0802329627335782,0.030805164102906304,38.39464859997507,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
en,0.0154628104781148,0.0288806495939968,0.0299724323234565,0.0298526779925206,0.029568586636657967,0.014105776158543167,47.70527699506402,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
fi,0.0370485505749417,0.0499807054875461,0.0527445258447442,0.0557158816488653,0.05281370432705187,0.01576515375211017,29.850497996663062,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
id,0.0352834767870278,0.0762488177278367,0.0713188638712342,0.0765515879919051,0.074706423196992,0.0394229464099642,52.77049110758596,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
ja,0.0695824108894331,0.1087141779287049,0.1058930582207126,0.1155729896718254,0.11006007527374763,0.040477664384314535,36.77779093248501,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
ko,0.0450828193154523,0.0711960917925989,0.0616790738033208,0.0734455531921434,0.06877357292935438,0.023690753613902077,34.44746667188239,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
ru,0.0318440036548939,0.0564020633935432,0.053076940649082,0.0575341121028708,0.05567103871516533,0.02382703506027143,42.79969551525669,single_submetric,Ridge,mse,test,avg_subordinate_chain_len,overall
ar,0.0724476724863052,0.0604677200317382,0.0602202303707599,0.0605931468307971,0.060427032411098404,-0.012020640075206791,-19.892818818948,single_submetric,lm_probe,mse,test,lexical_density,layer12
en,0.0230057016015052,0.029769929125905,0.028713971376419,0.028882473707199,0.02912212473650767,0.00611642313500247,21.00266786967946,single_submetric,lm_probe,mse,test,lexical_density,layer12
fi,0.0402138605713844,0.0480137951672077,0.0462362132966518,0.047208409756422,0.047152806073427166,0.0069389455020427634,14.71586970081339,single_submetric,lm_probe,mse,test,lexical_density,layer12
id,0.0297652427107095,0.0454628691077232,0.053185973316431,0.0463368780910968,0.04832857350508366,0.018563330794374163,38.41067395134577,single_submetric,lm_probe,mse,test,lexical_density,layer12
ja,0.0855262875556945,0.084128588438034,0.0719590932130813,0.0643195584416389,0.07346908003091807,-0.012057207524776431,-16.411267869016985,single_submetric,lm_probe,mse,test,lexical_density,layer12
ko,0.0848872438073158,0.1084486544132232,0.068881019949913,0.0747454464435577,0.08402504026889795,-0.0008622035384178439,-1.0261268970042856,single_submetric,lm_probe,mse,test,lexical_density,layer12
ru,0.0420219898223876,0.0505568720400333,0.0524499677121639,0.0438270457088947,0.04894462848703063,0.00692263866464303,14.143816959357233,single_submetric,lm_probe,mse,test,lexical_density,layer12
ar,0.072571150958538,0.072571150958538,0.072571150958538,0.072571150958538,0.072571150958538,0.0,0.0,single_submetric,DummyRegressor,mse,test,lexical_density,overall
en,0.035381905734539,0.035381905734539,0.035381905734539,0.035381905734539,0.035381905734539,0.0,0.0,single_submetric,DummyRegressor,mse,test,lexical_density,overall
fi,0.048890296369791,0.048890296369791,0.048890296369791,0.048890296369791,0.048890296369791,0.0,0.0,single_submetric,DummyRegressor,mse,test,lexical_density,overall
id,0.0529543757438659,0.0529543757438659,0.0529543757438659,0.0529543757438659,0.05295437574386589,-6.938893903907228e-18,-1.310353262867236e-14,single_submetric,DummyRegressor,mse,test,lexical_density,overall
ja,0.0630531162023544,0.0630531162023544,0.0630531162023544,0.0630531162023544,0.0630531162023544,0.0,0.0,single_submetric,DummyRegressor,mse,test,lexical_density,overall
ko,0.0399788543581962,0.0399788543581962,0.0399788543581962,0.0399788543581962,0.0399788543581962,0.0,0.0,single_submetric,DummyRegressor,mse,test,lexical_density,overall
ru,0.0451964437961578,0.0451964437961578,0.0451964437961578,0.0451964437961578,0.0451964437961578,0.0,0.0,single_submetric,DummyRegressor,mse,test,lexical_density,overall
ar,0.0512662082910537,0.0610678419470787,0.0599080063402652,0.0627373084425926,0.06123771890997883,0.00997151061892513,16.283282258739145,single_submetric,lm_probe,mse,test,lexical_density,layer11
en,0.0229843109846115,0.0300037283450365,0.0295138787478208,0.0305511336773633,0.03002291359007353,0.007038602605462029,23.44410239980573,single_submetric,lm_probe,mse,test,lexical_density,layer11
fi,0.0439771190285682,0.0483391247689724,0.049015425145626,0.0452265851199626,0.04752704501152033,0.003549925982952132,7.4692756136882625,single_submetric,lm_probe,mse,test,lexical_density,layer11
id,0.0292899217456579,0.044787012040615,0.0496973134577274,0.0468024499714374,0.04709559182325993,0.01780567007760203,37.80750891595767,single_submetric,lm_probe,mse,test,lexical_density,layer11
ja,0.0907588452100753,0.0629468038678169,0.0751627385616302,0.069447711110115,0.06918575117985402,-0.02157309403022127,-31.181411869244936,single_submetric,lm_probe,mse,test,lexical_density,layer11
ko,0.0679153874516487,0.082817830145359,0.0993189737200737,0.106281079351902,0.09613929440577823,0.028223906954129532,29.3573061135689,single_submetric,lm_probe,mse,test,lexical_density,layer11
ru,0.0310334768146276,0.0556109920144081,0.06137615442276,0.0664721429347992,0.06115309645732243,0.030119619642694828,49.25281202026251,single_submetric,lm_probe,mse,test,lexical_density,layer11
ar,0.0209618713706731,0.0564518421888351,0.0489323288202285,0.0559931844472885,0.05379245181878404,0.032830580448110935,61.0319465614071,single_submetric,XGBRegressor,mse,val,n_tokens,overall
en,0.0224803984165191,0.0412620306015014,0.0360496863722801,0.0390188507735729,0.0387768559157848,0.016296457499265702,42.02624765313152,single_submetric,XGBRegressor,mse,val,n_tokens,overall
fi,0.0096738245338201,0.0195243712514638,0.0210067462176084,0.0206374116241931,0.0203895096977551,0.010715685163935,52.55489378008341,single_submetric,XGBRegressor,mse,val,n_tokens,overall
id,0.0214408002793788,0.031775776296854,0.0329194590449333,0.0355578064918518,0.03341768061121303,0.011976880331834229,35.83995092650291,single_submetric,XGBRegressor,mse,val,n_tokens,overall
ja,0.0062836287543177,0.0254029612988233,0.023760225623846,0.0237657949328422,0.024309660618503832,0.01802603186418613,74.15172160184424,single_submetric,XGBRegressor,mse,val,n_tokens,overall
ko,0.0197620764374732,0.0453749857842922,0.0453701242804527,0.0445298254489898,0.0450916451712449,0.0253295687337717,56.17352979155539,single_submetric,XGBRegressor,mse,val,n_tokens,overall
ru,0.0068967035040259,0.021557493135333,0.0223198272287845,0.0228723082691431,0.02224987621108687,0.015353172707060969,69.00340730619729,single_submetric,XGBRegressor,mse,val,n_tokens,overall
ar,0.0746835619211196,0.0756897553801536,0.0758009701967239,0.0763485431671142,0.0759464229146639,0.001262860993544293,1.6628314344222486,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
en,0.0198143236339092,0.0267266072332859,0.0272916704416275,0.0270311329513788,0.027016470208764066,0.007202146574854865,26.658355141148338,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
fi,0.0374239087104797,0.0532629042863845,0.0542047768831253,0.0530484057962894,0.05350536232193307,0.01608145361145337,30.055779296837343,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
id,0.0425622910261154,0.0701319053769111,0.07065150141716,0.0737931951880455,0.07152553399403887,0.02896324296792347,40.49357110753951,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
ja,0.0494091026484966,0.091778852045536,0.0917046591639518,0.0915652364492416,0.09168291588624312,0.042273813237746524,46.108713743570675,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
ko,0.0542655326426029,0.0509888343513011,0.0551811382174491,0.0557040199637413,0.053957997510830503,-0.0003075351317723962,-0.5699528261972054,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
ru,0.0303089208900928,0.052605003118515,0.0542139634490013,0.0531857497990131,0.053334905455509805,0.023025984565417004,43.172448453338895,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer12
ar,0.0633837580680847,0.0748373046517372,0.0758105441927909,0.0729493573307991,0.0745324020584424,0.011148643990357698,14.958117117459619,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
en,0.0159995220601558,0.0278701800853014,0.0254453923553228,0.0266569536179304,0.026657508686184866,0.010657986626029067,39.98118035520896,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
fi,0.0368553549051284,0.0517605245113372,0.0512209497392177,0.0533230379223823,0.052101504057645735,0.015246149152517333,29.262397368891325,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
id,0.0344009436666965,0.066505841910839,0.0666534975171089,0.0673216357827186,0.06682699173688883,0.03242604807019233,48.52238179126802,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
ja,0.0481592938303947,0.0958776026964187,0.0950421020388603,0.0912700966000557,0.09406326711177822,0.045903973281383514,48.801168289035125,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
ko,0.0564801394939422,0.0543193258345127,0.0519738309085369,0.0549697279930114,0.05375429491202033,-0.00272584458192187,-5.070933562393964,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
ru,0.0468166582286357,0.0537685640156269,0.0489613115787506,0.052802812308073,0.051844229300816835,0.005027571072181138,9.697455512376427,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer2
ar,0.0636129155755043,0.0636129155755043,0.0636129155755043,0.0636129155755043,0.0636129155755043,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
en,0.0115983262658119,0.0115983262658119,0.0115983262658119,0.0115983262658119,0.0115983262658119,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
fi,0.0197583604604005,0.0197583604604005,0.0197583604604005,0.0197583604604005,0.0197583604604005,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
id,0.0338220559060573,0.0338220559060573,0.0338220559060573,0.0338220559060573,0.0338220559060573,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
ja,0.0955040529370307,0.0955040529370307,0.0955040529370307,0.0955040529370307,0.0955040529370307,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
ko,0.0272975992411375,0.0272975992411375,0.0272975992411375,0.0272975992411375,0.0272975992411375,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
ru,0.021772077307105,0.021772077307105,0.021772077307105,0.021772077307105,0.021772077307105,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_links_len,overall
ar,0.0412318743765354,0.0634709522128105,0.0651935115456581,0.0606395862996578,0.06310135001937546,0.02186947564284006,34.657698505856004,single_submetric,lm_probe,mse,test,avg_links_len,layer11
en,0.0104704247787594,0.0104708354920148,0.0117271272465586,0.0125856269150972,0.011594529884556866,0.0011241051057974665,9.695133110094432,single_submetric,lm_probe,mse,test,avg_links_len,layer11
fi,0.0246499087661504,0.0301139261573553,0.0258565042167902,0.0240570716559886,0.0266758340100447,0.0020259252438942985,7.594608825094064,single_submetric,lm_probe,mse,test,avg_links_len,layer11
id,0.02617241255939,0.0401564799249172,0.034562025219202,0.0360075682401657,0.036908691128094966,0.010736278568704967,29.08875454684572,single_submetric,lm_probe,mse,test,avg_links_len,layer11
ja,0.0754469037055969,0.1004418060183525,0.1007243767380714,0.1010766252875328,0.1007476026813189,0.025300698975722,25.11295385931141,single_submetric,lm_probe,mse,test,avg_links_len,layer11
ko,0.0141471670940518,0.024496454745531,0.0249799862504005,0.0214287973940372,0.0236350794633229,0.009487912369271101,40.14334872025506,single_submetric,lm_probe,mse,test,avg_links_len,layer11
ru,0.014958425424993,0.0204382687807083,0.0175419170409441,0.0201706513762474,0.01938361239929993,0.004425186974306931,22.829526731904494,single_submetric,lm_probe,mse,test,avg_links_len,layer11
ar,0.0382494411190466,0.0814282705344884,0.0750463839723014,0.0864672160874054,0.0809806235313984,0.0427311824123518,52.76716892132073,single_submetric,Ridge,mse,test,n_tokens,overall
en,0.0268395356320768,0.03057341460509,0.0297189607478755,0.0305273363716992,0.0302732372415549,0.0034337016094781007,11.342366797709998,single_submetric,Ridge,mse,test,n_tokens,overall
fi,0.0145329849322847,0.0169102338603093,0.0198974833192018,0.018038100323091,0.018281939167534036,0.003748954235249336,20.506327041646177,single_submetric,Ridge,mse,test,n_tokens,overall
id,0.0220306895665391,0.0358195630748672,0.033899262143861,0.0354499602559166,0.035056261824881606,0.013025572258342506,37.15619287478464,single_submetric,Ridge,mse,test,n_tokens,overall
ja,0.0348731746475535,0.059211942460617,0.0598445372404404,0.0639172946414835,0.060991258114180304,0.026118083466626807,42.82266717261637,single_submetric,Ridge,mse,test,n_tokens,overall
ko,0.0462046010926254,0.0702004679483795,0.0720852173903895,0.0718375157995107,0.07137440037942656,0.025169799286801166,35.264463383227636,single_submetric,Ridge,mse,test,n_tokens,overall
ru,0.0116103156783622,0.0158543746890705,0.0151759654951289,0.0157510107715439,0.015593783651914434,0.003983467973552235,25.545230474344745,single_submetric,Ridge,mse,test,n_tokens,overall
ar,0.0597875043749809,0.0802161395549774,0.0813033282756805,0.0784352272748947,0.07998489836851753,0.020197393993536636,25.251509229255248,single_submetric,lm_probe,mse,test,n_tokens,layer11
en,0.0330370143055915,0.0276437848806381,0.0259768087416887,0.0282158832997083,0.027278825640678364,-0.005758188664913136,-21.10863840240427,single_submetric,lm_probe,mse,test,n_tokens,layer11
fi,0.0115458443760871,0.0147038744762539,0.0147446040064096,0.0149563373997807,0.014801605294148068,0.0032557609180609674,21.99599876743206,single_submetric,lm_probe,mse,test,n_tokens,layer11
id,0.0462001450359821,0.0333588942885398,0.0383530966937541,0.0361245013773441,0.03594549745321266,-0.010254647582769436,-28.528322903632308,single_submetric,lm_probe,mse,test,n_tokens,layer11
ja,0.0125653883442282,0.0634432435035705,0.0630690082907676,0.0608645305037498,0.06245892743269597,0.04989353908846777,79.8821579865131,single_submetric,lm_probe,mse,test,n_tokens,layer11
