language,task,submetric,model_type,layer,metric,real,control1,control2,control3,control_mean,split
ko,single_submetric,n_tokens,probe,layer1,r2,-0.814303994178772,-1.1232211589813232,-1.1787068843841553,-1.0462617874145508,-1.1160632769266765,test
ru,single_submetric,avg_links_len,probe,layer1,loss,0.0142070873906569,0.0174662763518946,0.0200073355808854,0.0196703986397811,0.01904800352418703,test
ru,single_submetric,avg_links_len,probe,layer1,mse,0.0140526071190834,0.0173987746238708,0.0198996160179376,0.0195848010480403,0.018961063896616236,test
ru,single_submetric,avg_links_len,probe,layer1,rmse,0.1185436928692682,0.1319044147247197,0.1410659988017582,0.1399457075013034,0.13763870700926042,test
ru,single_submetric,avg_links_len,probe,layer1,r2,0.1657721996307373,-0.0328718423843383,-0.181333303451538,-0.1626445055007934,-0.12561655044555656,test
ru,single_submetric,avg_max_depth,probe,layer1,loss,0.0164346714903201,0.0272707023790904,0.023122136081968,0.026932492852211,0.025775110437756463,test
ru,single_submetric,avg_max_depth,probe,layer1,mse,0.0164880044758319,0.0274112783372402,0.0231477823108434,0.0270325765013694,0.025863879049817667,test
ru,single_submetric,avg_max_depth,probe,layer1,rmse,0.1284056247826861,0.1655635175310074,0.152143952593731,0.164415864506347,0.16070777821036178,test
ru,single_submetric,avg_max_depth,probe,layer1,r2,0.324034571647644,-0.1237914562225341,0.0510008931159973,-0.1082656383514404,-0.06035206715265906,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer1,loss,0.0524836879755769,0.063846326300076,0.0536868907511234,0.0593198740056582,0.05895103035228586,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer1,mse,0.0522162802517414,0.0636166110634803,0.0534104257822036,0.0590507164597511,0.058692584435144995,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer1,rmse,0.2285088187614242,0.2522233356838347,0.2311069574508817,0.2430035317845218,0.24211127497307938,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer1,r2,-0.3825950622558594,-0.6844558715820312,-0.4142138957977295,-0.5635589361190796,-0.5540762344996134,test
ru,single_submetric,avg_verb_edges,probe,layer1,loss,0.0415263548493385,0.0509859940835407,0.0477314737758466,0.051760796457529,0.0501594214389721,test
ru,single_submetric,avg_verb_edges,probe,layer1,mse,0.0412128083407878,0.0505695715546608,0.0473937541246414,0.051316425204277,0.049759916961193064,test
ru,single_submetric,avg_verb_edges,probe,layer1,rmse,0.2030093799330166,0.22487679194319,0.2177010659703838,0.2265312896804259,0.2230363825313332,test
ru,single_submetric,avg_verb_edges,probe,layer1,r2,-0.0069758892059326,-0.2355949878692627,-0.1579984426498413,-0.2538431882858276,-0.21581220626831055,test
ru,single_submetric,lexical_density,probe,layer1,loss,0.0412624842886413,0.0487710484968764,0.0456724395709378,0.0529445558786392,0.04912934798215113,test
ru,single_submetric,lexical_density,probe,layer1,mse,0.0410171337425708,0.0486205890774726,0.0453545190393924,0.0526461228728294,0.04887374366323147,test
ru,single_submetric,lexical_density,probe,layer1,rmse,0.2025268716555185,0.2205007688818174,0.2129660044218148,0.2294474294317315,0.2209714009117879,test
ru,single_submetric,lexical_density,probe,layer1,r2,-0.0203289985656738,-0.2094701528549194,-0.1282243728637695,-0.309607982635498,-0.21576750278472898,test
ru,single_submetric,n_tokens,probe,layer1,loss,0.0054210875782051,0.0119102200094078,0.0109168214257806,0.012776762280347,0.011867934571845132,test
ru,single_submetric,n_tokens,probe,layer1,mse,0.0055041536688804,0.0120464591309428,0.0110600870102643,0.0129496147856116,0.012018720308939567,test
ru,single_submetric,n_tokens,probe,layer1,rmse,0.0741899836155829,0.1097563625989073,0.1051669482787458,0.1137963742199707,0.10957322836587459,test
ru,single_submetric,n_tokens,probe,layer1,r2,0.5161387920379639,-0.058984637260437,0.0277256965637207,-0.138379693031311,-0.056546211242675774,test
ar,single_submetric,avg_links_len,probe,layer2,loss,0.0615463819354772,0.0871521741151809,0.0978336751461029,0.0881611123681068,0.09104898720979687,test
ar,single_submetric,avg_links_len,probe,layer2,mse,0.0596032403409481,0.0847294330596923,0.0952202305197715,0.0856908708810806,0.08854684482018148,test
ar,single_submetric,avg_links_len,probe,layer2,rmse,0.2441377487013184,0.2910832064199039,0.3085777544149474,0.2927300307127382,0.2974636638491965,test
ar,single_submetric,avg_links_len,probe,layer2,r2,-0.2869088649749756,-0.8294148445129395,-1.055924415588379,-0.8501735925674438,-0.911837617556254,test
ar,single_submetric,avg_max_depth,probe,layer2,loss,0.0380477674305439,0.060628443211317,0.064628991484642,0.0657162450253963,0.06365789324045178,test
ar,single_submetric,avg_max_depth,probe,layer2,mse,0.0380634814500808,0.0607388466596603,0.0646615102887153,0.0657646805047988,0.06372167915105813,test
ar,single_submetric,avg_max_depth,probe,layer2,rmse,0.1950986454337417,0.2464525241495009,0.2542862762492607,0.2564462526628122,0.25239501768719125,test
ar,single_submetric,avg_max_depth,probe,layer2,r2,0.2282400727272033,-0.2315165996551513,-0.3110508918762207,-0.3334183692932129,-0.2919952869415283,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0788887120783329,0.0920366317033767,0.0894052162766456,0.0840393587946891,0.08849373559157048,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.0786594524979591,0.091590330004692,0.0890540182590484,0.0837446525692939,0.08812966694434476,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.2804629253537072,0.3026389433048762,0.2984191988781025,0.2893866834691845,0.2968149418840544,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,-0.4242449998855591,-0.6583775281906128,-0.6124539375305176,-0.5163201093673706,-0.595717191696167,test
ar,single_submetric,avg_verb_edges,probe,layer2,loss,0.1153729766607284,0.1687409222126007,0.1298574149608612,0.150589445233345,0.14972926080226898,test
ar,single_submetric,avg_verb_edges,probe,layer2,mse,0.1162541508674621,0.1695972234010696,0.1306285113096237,0.1513350307941436,0.15052025516827897,test
ar,single_submetric,avg_verb_edges,probe,layer2,rmse,0.3409606294976916,0.4118218345365744,0.3614256649846877,0.3890180340217452,0.38742184451433576,test
ar,single_submetric,avg_verb_edges,probe,layer2,r2,-0.6843569278717041,-1.4572222232818604,-0.8926210403442383,-1.192629098892212,-1.1808241208394368,test
ar,single_submetric,lexical_density,probe,layer2,loss,0.0582231879234313,0.0594793036580085,0.060645655542612,0.0619895242154598,0.0607048278053601,test
ar,single_submetric,lexical_density,probe,layer2,mse,0.0576712191104888,0.0589568354189395,0.0600314326584339,0.0614379532635211,0.06014207378029817,test
ar,single_submetric,lexical_density,probe,layer2,rmse,0.2401483273114532,0.2428102868886316,0.2450131275226572,0.2478668054894023,0.24523007330023036,test
ar,single_submetric,lexical_density,probe,layer2,r2,0.0061902999877929,-0.0159637928009033,-0.0344816446304321,-0.0587193965911865,-0.0363882780075073,test
ar,single_submetric,n_tokens,probe,layer2,loss,0.0494328148663043,0.0912952199578285,0.0898484855890274,0.0988902628421783,0.09334465612967807,test
ar,single_submetric,n_tokens,probe,layer2,mse,0.0482051484286785,0.089569590985775,0.0880113914608955,0.096978522837162,0.09151983509461083,test
ar,single_submetric,n_tokens,probe,layer2,rmse,0.2195567089129332,0.2992817919382584,0.2966671391659271,0.3114137486322048,0.3024542265787968,test
ar,single_submetric,n_tokens,probe,layer2,r2,0.3564305901527405,-0.1958110332489013,-0.1750080585479736,-0.2947249412536621,-0.22184801101684568,test
en,single_submetric,avg_links_len,probe,layer2,loss,0.0104044073793504,0.0156845202935593,0.0125055346371872,0.0143410641300891,0.0141770396869452,test
en,single_submetric,avg_links_len,probe,layer2,mse,0.010285647585988,0.0155226001515984,0.0123679200187325,0.0141806444153189,0.014023721528549934,test
en,single_submetric,avg_links_len,probe,layer2,rmse,0.1014181817328039,0.1245897273116786,0.1112111506043011,0.1190825109548793,0.118294462956953,test
en,single_submetric,avg_links_len,probe,layer2,r2,-0.1058502197265625,-0.6688954830169678,-0.329723596572876,-0.5246165990829468,-0.5077452262242635,test
en,single_submetric,avg_max_depth,probe,layer2,loss,0.0194890767868076,0.0305872719202722,0.0301359227991529,0.0318539320890392,0.0308590422694881,test
en,single_submetric,avg_max_depth,probe,layer2,mse,0.0195110216736793,0.0305579584091901,0.0301524307578802,0.0318139865994453,0.030841458588838536,test
en,single_submetric,avg_max_depth,probe,layer2,rmse,0.139681858785167,0.1748083476530516,0.1736445529173898,0.1783647571675675,0.17560588591266965,test
en,single_submetric,avg_max_depth,probe,layer2,r2,0.3098019361495971,-0.0809810161590576,-0.0666356086730957,-0.1254128217697143,-0.09100981553395587,test
en,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0287454540708235,0.0314543337694236,0.0317842711561492,0.0309165267805968,0.031385043902056535,test
en,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.0285305231809616,0.03117211535573,0.031489860266447,0.0306496750563383,0.031103883559505097,test
en,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.1689098078293904,0.176556266826556,0.1774538257306589,0.1750704859659055,0.17636019284104013,test
en,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,-0.1664962768554687,-0.2745001316070556,-0.2874915599822998,-0.2531397342681885,-0.27171047528584796,test
en,single_submetric,avg_verb_edges,probe,layer2,loss,0.0509357500289167,0.0704674598361764,0.0672844382269041,0.0697006854627813,0.06915086117528726,test
en,single_submetric,avg_verb_edges,probe,layer2,mse,0.0511403903365135,0.0706416442990303,0.067471757531166,0.0698774978518486,0.06933029989401497,test
en,single_submetric,avg_verb_edges,probe,layer2,rmse,0.226142411627084,0.2657849587524288,0.2597532627921468,0.2643435224321727,0.2632939146589161,test
en,single_submetric,avg_verb_edges,probe,layer2,r2,0.1402682662010193,-0.1875712871551513,-0.1342816352844238,-0.1747251749038696,-0.1655260324478149,test
en,single_submetric,lexical_density,probe,layer2,loss,0.0303459417607103,0.0317582754152161,0.0298604472939457,0.0315210856497287,0.03104660278629683,test
en,single_submetric,lexical_density,probe,layer2,mse,0.0304294601082801,0.0318963564932346,0.0300067476928234,0.0316752381622791,0.031192780782779036,test
en,single_submetric,lexical_density,probe,layer2,rmse,0.1744404199383852,0.178595510842895,0.1732245585730366,0.1779753863945212,0.1765984852701509,test
en,single_submetric,lexical_density,probe,layer2,r2,-0.0635063648223877,-0.1147741079330444,-0.0487325191497802,-0.1070461273193359,-0.09018425146738683,test
en,single_submetric,n_tokens,probe,layer2,loss,0.0107653882753636,0.0244897872741733,0.0287271812558174,0.023789478998099,0.025668815842696566,test
en,single_submetric,n_tokens,probe,layer2,mse,0.0108181154355406,0.0245351493358612,0.0288097858428955,0.0238215252757072,0.025722153484821302,test
en,single_submetric,n_tokens,probe,layer2,rmse,0.1040101698659351,0.1566369986173803,0.1697344568521533,0.1543422342578571,0.1602378965757969,test
en,single_submetric,n_tokens,probe,layer2,r2,0.4280531406402588,-0.2971577644348144,-0.5231550931930542,-0.259428858757019,-0.3599139054616292,test
fi,single_submetric,avg_links_len,probe,layer2,loss,0.0375288796744176,0.0388092127229486,0.0395197535731962,0.0425240251102617,0.040284330468802164,test
fi,single_submetric,avg_links_len,probe,layer2,mse,0.0375956594944,0.0389261990785598,0.0396186783909797,0.0426304265856742,0.04039176801840457,test
fi,single_submetric,avg_links_len,probe,layer2,rmse,0.1938960017493914,0.1972972353545783,0.1990444131116966,0.2064713698934413,0.20093767278657207,test
fi,single_submetric,avg_links_len,probe,layer2,r2,-1.0729491710662842,-1.1463124752044678,-1.1844944953918457,-1.3505561351776123,-1.2271210352579753,test
fi,single_submetric,avg_max_depth,probe,layer2,loss,0.0217905628627964,0.0309200976043939,0.05652,0.05735,0.0482633658681313,test
fi,single_submetric,avg_max_depth,probe,layer2,mse,0.0219053998589515,0.0310335122048854,0.03527,0.03461,0.03363783740162846,test
fi,single_submetric,avg_max_depth,probe,layer2,rmse,0.1480047291776569,0.1761633111771162,0.1878,0.18604,0.18333443705903874,test
fi,single_submetric,avg_max_depth,probe,layer2,r2,0.2816277146339416,-0.0177223682403564,-0.1566,-0.13506,-0.1031274560801188,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0615680417312043,0.06121,0.07112,0.06372,0.06535,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.0617277137935161,0.06134,0.07191,0.06411,0.06578666666666667,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.2484506264703636,0.24767,0.26817,0.25321,0.25635,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,-0.3904633522033691,-0.38173,-0.61994,-0.44419,-0.4819533333333334,test
fi,single_submetric,avg_verb_edges,probe,layer2,loss,0.1042188272944518,0.07916,0.07485,0.07511,0.07637333333333333,test
fi,single_submetric,avg_verb_edges,probe,layer2,mse,0.1042453497648239,0.11367,0.10762,0.10656,0.10928333333333333,test
fi,single_submetric,avg_verb_edges,probe,layer2,rmse,0.3228704845055117,0.33715,0.2741,0.27455,0.2952666666666667,test
fi,single_submetric,avg_verb_edges,probe,layer2,r2,-0.4731889963150024,-0.60635,-0.52093,-0.50587,-0.5443833333333333,test
fi,single_submetric,lexical_density,probe,layer2,loss,0.0392453037202358,0.03454,0.03513,0.03476,0.03481,test
fi,single_submetric,lexical_density,probe,layer2,mse,0.0394453816115856,0.04672,0.04152,0.04948,0.04590666666666667,test
fi,single_submetric,lexical_density,probe,layer2,rmse,0.1986086141424526,0.21615,0.21947,0.22245,0.21935666666666667,test
fi,single_submetric,lexical_density,probe,layer2,r2,0.1179496645927429,-0.04478,-0.07707,-0.02326,-0.048369999999999996,test
fi,single_submetric,n_tokens,probe,layer2,loss,0.0064364477792488,0.0154351528201784,0.0175324153554226,0.0133544012371982,0.015440656470933067,test
fi,single_submetric,n_tokens,probe,layer2,mse,0.0065006152726709,0.0156301278620958,0.0177486911416053,0.0135148763656616,0.015631231789787568,test
fi,single_submetric,n_tokens,probe,layer2,rmse,0.0806263931518146,0.1250205097657813,0.1332242137961616,0.11625350044476776,0.12483274133557021,test
fi,single_submetric,n_tokens,probe,layer2,r2,0.5298438668251038,-0.1304467916488647,-0.2836717367172241,0.0225383639335632,-0.13052672147750854,test
id,single_submetric,avg_links_len,probe,layer2,loss,0.0438647648053509,0.07058,0.07195,0.06878,0.07043666666666666,test
id,single_submetric,avg_links_len,probe,layer2,mse,0.0437501966953277,0.05508,0.0567,0.05334,0.05504,test
id,single_submetric,avg_links_len,probe,layer2,rmse,0.2091654768247565,0.23468,0.23811,0.23095,0.23458,test
id,single_submetric,avg_links_len,probe,layer2,r2,-0.9706580638885498,-1.48077,-1.55374,-0.09382,-1.0427766666666665,test
id,single_submetric,avg_max_depth,probe,layer2,loss,0.0261647012084722,0.05219,0.0565,0.05568,0.054790000000000005,test
id,single_submetric,avg_max_depth,probe,layer2,mse,0.0262895803898572,0.0375,0.03882,0.03851,0.03827666666666667,test
id,single_submetric,avg_max_depth,probe,layer2,rmse,0.1621406191854998,0.19366,0.19702,0.19623,0.19563666666666668,test
id,single_submetric,avg_max_depth,probe,layer2,r2,0.1839637160301208,-0.16411,-0.05444,-0.1953,-0.13795,test
id,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0647439669285501,0.07965,0.08586,0.07928,0.08159666666666666,test
id,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.0651862546801567,0.0891,0.09551,0.08894,0.09118333333333334,test
id,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.2553159898638483,0.29849,0.30904,0.29823,0.30191999999999997,test
id,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,-0.2432770729064941,-0.69931,-0.82154,-0.69629,-0.7390466666666667,test
id,single_submetric,avg_verb_edges,probe,layer2,loss,0.0496523774095944,0.05769,0.0584,0.06205,0.059379999999999995,test
id,single_submetric,avg_verb_edges,probe,layer2,mse,0.0497307777404785,0.06952,0.06778,0.07474,0.07068,test
id,single_submetric,avg_verb_edges,probe,layer2,rmse,0.2230039859295759,0.26367,0.26035,0.27338,0.26580000000000004,test
id,single_submetric,avg_verb_edges,probe,layer2,r2,0.2213761806488037,-0.08852,-0.06125,-0.17015,-0.10664,test
id,single_submetric,lexical_density,probe,layer2,loss,0.0369199984041707,0.04595,0.04687,0.04606,0.04629333333333333,test
id,single_submetric,lexical_density,probe,layer2,mse,0.0371103063225746,0.04345,0.04562,0.04269,0.043919999999999994,test
id,single_submetric,lexical_density,probe,layer2,rmse,0.1926403548651596,0.20845,0.2136,0.20661,0.20955333333333334,test
id,single_submetric,lexical_density,probe,layer2,r2,0.0930860638618469,-0.06183,-0.11496,-0.0432,-0.07333,test
id,single_submetric,n_tokens,probe,layer2,loss,0.0268060769885778,0.04606,0.03405,0.03618,0.03876333333333333,test
id,single_submetric,n_tokens,probe,layer2,mse,0.02674893848598,0.04269,0.03717,0.03398,0.03794666666666666,test
id,single_submetric,n_tokens,probe,layer2,rmse,0.1635510271627177,0.20661,0.1928,0.18601,0.19514,test
id,single_submetric,n_tokens,probe,layer2,r2,0.0944985151290893,-0.0432,-0.25838,-0.17132,-0.15763333333333332,test
ja,single_submetric,avg_links_len,probe,layer2,loss,0.1214549361417691,0.02104,0.02192,0.02054,0.021166666666666667,test
ja,single_submetric,avg_links_len,probe,layer2,mse,0.1204281076788902,0.11852,0.12045,0.11404,0.11767,test
ja,single_submetric,avg_links_len,probe,layer2,rmse,0.3470275315863141,0.34427,0.34705,0.3377,0.3430066666666667,test
ja,single_submetric,avg_links_len,probe,layer2,r2,-1.832331895828247,-1.78754,-1.83275,-0.01094,-1.21041,test
ja,single_submetric,avg_max_depth,probe,layer2,loss,0.080665398389101,0.03016,0.03025,0.02972,0.030043333333333335,test
ja,single_submetric,avg_max_depth,probe,layer2,mse,0.0821623727679252,0.09253,0.09298,0.09102,0.09217666666666667,test
ja,single_submetric,avg_max_depth,probe,layer2,rmse,0.2866397962040952,0.30418,0.30493,0.30169,0.30360000000000004,test
ja,single_submetric,avg_max_depth,probe,layer2,r2,-0.2137969732284546,-0.36693,-0.37363,-0.34458,-0.36171333333333333,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0624683542797962,0.05615,0.05676,0.05572,0.05621,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.0635760277509689,0.06508,0.1021,0.10663,0.09127,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.2521428717036612,0.33076,0.31953,0.32655,0.3256133333333333,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,0.1359999179840088,0.10941,-0.38752,-0.44914,-0.24241666666666664,test
ja,single_submetric,avg_verb_edges,probe,layer2,loss,0.0815248557676871,0.08871,0.09232,0.08998,0.09033666666666666,test
ja,single_submetric,avg_verb_edges,probe,layer2,mse,0.0828094407916069,0.12132,0.12122,0.11486,0.11913333333333333,test
ja,single_submetric,avg_verb_edges,probe,layer2,rmse,0.2877662954406004,0.34832,0.34817,0.33891,0.34513333333333335,test
ja,single_submetric,avg_verb_edges,probe,layer2,r2,0.1331290006637573,-0.27006,-0.26899,-0.20241,-0.24715333333333334,test
ja,single_submetric,lexical_density,probe,layer2,loss,0.0725728527953227,0.02911,0.0293,0.02998,0.02946333333333333,test
ja,single_submetric,lexical_density,probe,layer2,mse,0.0737929716706276,0.07651,0.07521,0.07962,0.07711333333333333,test
ja,single_submetric,lexical_density,probe,layer2,rmse,0.2716486180171502,0.2766,0.27424,0.28217,0.27767000000000003,test
ja,single_submetric,lexical_density,probe,layer2,r2,-0.4082522392272949,-0.46002,-0.03219,-0.51949,-0.33723333333333333,test
ja,single_submetric,n_tokens,probe,layer2,loss,0.0291794510558247,0.01901,0.01934,0.01934,0.01923,test
ja,single_submetric,n_tokens,probe,layer2,mse,0.0290420111268758,0.06471,0.06694,0.02089,0.05084666666666667,test
ja,single_submetric,n_tokens,probe,layer2,rmse,0.1704171679346769,0.25437,0.25873,0.25545,0.2561833333333334,test
ja,single_submetric,n_tokens,probe,layer2,r2,0.513195276260376,-0.08461,-0.12206,-0.0938,-0.10015666666666667,test
ko,single_submetric,avg_links_len,probe,layer2,loss,0.0401252774255616,0.03098,0.03062,0.03062,0.03074,test
ko,single_submetric,avg_links_len,probe,layer2,mse,0.0404766164720058,0.05126,0.04875,0.04875,0.04958666666666667,test
ko,single_submetric,avg_links_len,probe,layer2,rmse,0.2011880127443129,0.2264,0.2208,0.2208,0.22266666666666665,test
ko,single_submetric,avg_links_len,probe,layer2,r2,-0.7589454650878906,-1.2275,-1.11859,-1.11859,-1.1548933333333333,test
ko,single_submetric,avg_max_depth,probe,layer2,loss,0.020060032872217,0.04476,0.03722,0.04271,0.041563333333333334,test
ko,single_submetric,avg_max_depth,probe,layer2,mse,0.020173467695713,0.04953,0.04023,0.0505,0.046753333333333334,test
ko,single_submetric,avg_max_depth,probe,layer2,rmse,0.1420333330444408,0.22255,0.20059,0.22473,0.21595666666666666,test
ko,single_submetric,avg_max_depth,probe,layer2,r2,0.4222112894058227,-0.41858,-0.15237,-0.44651,-0.33915333333333336,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0506843669073922,0.07577,0.07369,0.09806,0.08250666666666667,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.050424788147211,0.057,0.05523,0.07661,0.06294666666666666,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.2245546440116772,0.23874,0.235,0.27678,0.25017333333333336,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,0.0020898580551147,-0.12801,-0.09294,-0.51605,-0.24566666666666667,test
ko,single_submetric,avg_verb_edges,probe,layer2,loss,0.0352343264967203,0.02673,0.02645,0.02623,0.026470000000000004,test
ko,single_submetric,avg_verb_edges,probe,layer2,mse,0.0350981354713439,0.03547,0.03484,0.03465,0.034986666666666666,test
ko,single_submetric,avg_verb_edges,probe,layer2,rmse,0.1873449638270108,0.18834,0.18666,0.18615,0.18705000000000002,test
ko,single_submetric,avg_verb_edges,probe,layer2,r2,-0.011643648147583,-0.02244,-0.00431,0.00125,-0.0085,test
ko,single_submetric,lexical_density,probe,layer2,loss,0.0628458240202495,0.04192,0.04156,0.04156,0.041679999999999995,test
ko,single_submetric,lexical_density,probe,layer2,mse,0.0630161613225936,0.06725,0.0635,0.0635,0.06475,test
ko,single_submetric,lexical_density,probe,layer2,rmse,0.2510302000210208,0.25932,0.25199,0.25199,0.25443333333333334,test
ko,single_submetric,lexical_density,probe,layer2,r2,-0.576407790184021,-0.68229,-0.58846,-0.58846,-0.6197366666666667,test
ko,single_submetric,n_tokens,probe,layer2,loss,0.0835824736527034,0.07466,0.07457,0.07457,0.0746,test
ko,single_submetric,n_tokens,probe,layer2,mse,0.0830518379807472,0.1222,0.12143,0.12143,0.12168666666666667,test
ko,single_submetric,n_tokens,probe,layer2,rmse,0.2881871579039344,0.34957,0.34847,0.34847,0.3488366666666667,test
ko,single_submetric,n_tokens,probe,layer2,r2,-0.9916235208511353,-1.93031,-1.91192,-1.91192,-1.91805,test
ru,single_submetric,avg_links_len,probe,layer2,loss,0.0185901847268853,0.02997,0.03225,0.0194779473489948,0.0272326491163316,test
ru,single_submetric,avg_links_len,probe,layer2,mse,0.0184061378240585,0.01772,0.02099,0.0194252990186214,0.019378433006207132,test
ru,single_submetric,avg_links_len,probe,layer2,rmse,0.1356692220957227,0.13312,0.14487,0.1393746713668643,0.1391215571222881,test
ru,single_submetric,avg_links_len,probe,layer2,r2,-0.0926735401153564,-0.052,-0.24593,-0.1531757116317749,-0.15036857054392497,test
ru,single_submetric,avg_max_depth,probe,layer2,loss,0.0178492125123739,0.0260574676628623,0.0234631890697138,0.0246683470904827,0.024729667941019603,test
ru,single_submetric,avg_max_depth,probe,layer2,mse,0.0179141536355018,0.0261561591178178,0.0234983600676059,0.0247067734599113,0.024787097548445002,test
ru,single_submetric,avg_max_depth,probe,layer2,rmse,0.133843765770027,0.1617286589254294,0.1532917482045461,0.1571838842245328,0.15740143045150276,test
ru,single_submetric,avg_max_depth,probe,layer2,r2,0.2655661106109619,-0.0723347663879394,0.0366281270980834,-0.012913703918457,-0.016206781069437667,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer2,loss,0.0547624363430908,0.0547059705214841,0.0562378450163773,0.0648687881018434,0.05860420121323493,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer2,mse,0.0545010529458522,0.05440379306674,0.0559581369161605,0.0646241977810859,0.05832870925466213,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer2,rmse,0.2334546057499236,0.2332462069718177,0.2365547228785774,0.2542128985340554,0.24133794279481682,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer2,r2,-0.443091869354248,-0.4405165910720825,-0.4816728830337524,-0.7111347913742065,-0.5444414218266805,test
ru,single_submetric,avg_verb_edges,probe,layer2,loss,0.0460902697273663,0.0525155716708728,0.0543441985334668,0.0557432696223259,0.05420101327555516,test
ru,single_submetric,avg_verb_edges,probe,layer2,mse,0.0456964485347271,0.0521335862576961,0.0539990626275539,0.0553444065153598,0.053825685133536603,test
ru,single_submetric,avg_verb_edges,probe,layer2,rmse,0.2137672765760164,0.2283278043903023,0.2323769838593184,0.2352539192348554,0.2319862358281587,test
ru,single_submetric,avg_verb_edges,probe,layer2,r2,-0.1165271997451782,-0.2738094329833984,-0.3193897008895874,-0.3522611856460571,-0.31515343983968097,test
ru,single_submetric,lexical_density,probe,layer2,loss,0.038743680609124,0.04253686858075,0.0426988817219223,0.0432316373501505,0.04282246255094094,test
ru,single_submetric,lexical_density,probe,layer2,mse,0.0385581590235233,0.0422564037144184,0.0424213297665119,0.0429473184049129,0.042541683961947734,test
ru,single_submetric,lexical_density,probe,layer2,rmse,0.196362315690978,0.2055636244923172,0.2059643895592437,0.2072373479972009,0.2062551206829206,test
ru,single_submetric,lexical_density,probe,layer2,r2,0.040839672088623,-0.0511566400527954,-0.0552593469619751,-0.0683436393737793,-0.058253208796183266,test
ru,single_submetric,n_tokens,probe,layer2,loss,0.0050638602780444,0.0114953855185636,0.0114753081330231,0.0113018707904432,0.0114241881473433,test
ru,single_submetric,n_tokens,probe,layer2,mse,0.005142169073224,0.0116366175934672,0.0116254538297653,0.0114483525976538,0.011570141340295432,test
ru,single_submetric,n_tokens,probe,layer2,rmse,0.0717089190632801,0.1078731551103759,0.1078213978288415,0.1069969747126238,0.10756384255061373,test
ru,single_submetric,n_tokens,probe,layer2,r2,0.5479602813720703,-0.0229561328887939,-0.0219746828079223,-0.0064060688018798,-0.017112294832865336,test
ar,single_submetric,avg_links_len,probe,layer3,loss,0.0603493053466081,0.0731641173362731,0.0845296420156955,0.0922171637415885,0.0833036410311857,test
ar,single_submetric,avg_links_len,probe,layer3,mse,0.058368232101202,0.0709070935845375,0.0821133255958557,0.0895944386720657,0.08087161928415297,test
ar,single_submetric,avg_links_len,probe,layer3,rmse,0.2415951822806117,0.266283859038691,0.2865542280195072,0.299323301251449,0.28405379610321574,test
ar,single_submetric,avg_links_len,probe,layer3,r2,-0.2602434158325195,-0.5309731960296631,-0.7729299068450928,-0.934456467628479,-0.7461198568344116,test
ar,single_submetric,avg_max_depth,probe,layer3,loss,0.0355629846453666,0.0622034534811973,0.0643780425190925,0.0588616445660591,0.06181438018878297,test
ar,single_submetric,avg_max_depth,probe,layer3,mse,0.035520065575838,0.0621565468609333,0.0643256530165672,0.0588263235986232,0.06176950782537457,test
ar,single_submetric,avg_max_depth,probe,layer3,rmse,0.1884676778013622,0.2493121474395768,0.253625024428914,0.2425413853317063,0.2484928524000657,test
ar,single_submetric,avg_max_depth,probe,layer3,r2,0.2798094153404236,-0.2602612972259521,-0.3042411804199219,-0.1927390098571777,-0.2524138291676839,test
