language,task,submetric,model_type,layer,metric,real,control1,control2,control3,control_mean,split
ar,single_submetric,lexical_density,probe,layer6,loss,0.064846071600914,0.0628662340342998,0.064584482461214,0.0638926602900028,0.0637811255951722,test
ar,single_submetric,lexical_density,probe,layer6,mse,0.0642499700188636,0.0622084401547908,0.0637664124369621,0.0631138607859611,0.06302957112590467,test
ar,single_submetric,lexical_density,probe,layer6,rmse,0.2534757779726964,0.2494161986615762,0.2525201228357101,0.2512247216855084,0.25105368106093157,test
ar,single_submetric,lexical_density,probe,layer6,r2,-0.1071768999099731,-0.0719966888427734,-0.0988440513610839,-0.0875991582870483,-0.08614663283030187,test
ar,single_submetric,n_tokens,probe,layer6,loss,0.0412761270999908,0.0809442445635795,0.079645037651062,0.0842603348195552,0.0816165390113989,test
ar,single_submetric,n_tokens,probe,layer6,mse,0.0402470976114273,0.0792363360524177,0.0779338926076889,0.0825388878583908,0.07990303883949913,test
ar,single_submetric,n_tokens,probe,layer6,rmse,0.2006167929447266,0.2814894954566115,0.2791664245708801,0.2872958194237967,0.2826505798170961,test
ar,single_submetric,n_tokens,probe,layer6,r2,0.4626756906509399,-0.0578553676605224,-0.0404670238494873,-0.1019465923309326,-0.06675632794698076,test
en,single_submetric,avg_links_len,probe,layer6,loss,0.0091213580620075,0.013089566092406,0.0108273734471627,0.0115193668752908,0.0118121021382865,test
en,single_submetric,avg_links_len,probe,layer6,mse,0.0090239197015762,0.0129295391961932,0.010691188275814,0.0113735264167189,0.011664751296242032,test
en,single_submetric,avg_links_len,probe,layer6,rmse,0.0949943140486641,0.1137081316186015,0.103398202478641,0.1066467365497836,0.10791769021567536,test
en,single_submetric,avg_links_len,probe,layer6,r2,0.0298030972480773,-0.3901053667068481,-0.1494514942169189,-0.2228122949600219,-0.25412305196126295,test
en,single_submetric,avg_max_depth,probe,layer6,loss,0.0160460281185805,0.0287009420405541,0.0268377565911837,0.0289751437625714,0.028171280798103066,test
en,single_submetric,avg_max_depth,probe,layer6,mse,0.0160829704254865,0.0286819022148847,0.0268326979130506,0.0289540775120258,0.028156225879987035,test
en,single_submetric,avg_max_depth,probe,layer6,rmse,0.1268186517255508,0.1693573211139239,0.1638068921414806,0.1701589771714259,0.16777439680894346,test
en,single_submetric,avg_max_depth,probe,layer6,r2,0.431068480014801,-0.0146160125732421,0.0507992506027221,-0.0242440700531005,0.0039797226587931665,test
en,single_submetric,avg_subordinate_chain_len,probe,layer6,loss,0.0221880659727113,0.0281596638794456,0.03156275461827,0.0287521768893514,0.029491531795689002,test
en,single_submetric,avg_subordinate_chain_len,probe,layer6,mse,0.0220587160438299,0.0279234386980533,0.0313001945614814,0.0285197980701923,0.029247810443242334,test
en,single_submetric,avg_subordinate_chain_len,probe,layer6,rmse,0.1485217695956721,0.1671030780627734,0.1769186099919437,0.1688780568048802,0.17096658161986578,test
en,single_submetric,avg_subordinate_chain_len,probe,layer6,r2,0.0981094241142273,-0.1416751146316528,-0.2797368764877319,-0.1660577058792114,-0.19582323233286536,test
en,single_submetric,avg_verb_edges,probe,layer6,loss,0.0469377817852156,0.0780663000685828,0.0624901157404695,0.0791273952594825,0.07322793702284493,test
en,single_submetric,avg_verb_edges,probe,layer6,mse,0.0470500476658344,0.0779114812612533,0.0626910552382469,0.0790311321616172,0.07321122288703913,test
en,single_submetric,avg_verb_edges,probe,layer6,rmse,0.2169102295094319,0.2791262819249619,0.2503818189051411,0.2811247626261643,0.2702109544854225,test
en,single_submetric,avg_verb_edges,probe,layer6,r2,0.209031879901886,-0.3097860813140869,-0.0539124011993408,-0.328608751296997,-0.23076907793680823,test
en,single_submetric,lexical_density,probe,layer6,loss,0.0251673164644411,0.0286606816308838,0.0270730794540473,0.0293524784169026,0.028362079833944565,test
en,single_submetric,lexical_density,probe,layer6,mse,0.0252532437443733,0.0287728477269411,0.0271737314760684,0.0294752400368452,0.028473939746618233,test
en,single_submetric,lexical_density,probe,layer6,rmse,0.1589126922066746,0.1696256104688826,0.1648445676268056,0.171683546203022,0.16871790809957007,test
en,single_submetric,lexical_density,probe,layer6,r2,0.117401897907257,-0.0056079626083374,0.0502810478210449,-0.0301563739776611,0.004838903745015467,test
en,single_submetric,n_tokens,probe,layer6,loss,0.0160988932475447,0.0221425526376281,0.0233021777655397,0.026230241837246,0.023891657413471268,test
en,single_submetric,n_tokens,probe,layer6,mse,0.0161459203809499,0.0221644155681133,0.0233463998883962,0.0262983534485101,0.023936389635006532,test
en,single_submetric,n_tokens,probe,layer6,rmse,0.1270665982111348,0.1488771828324049,0.1527952875202513,0.1621676707870905,0.15461338037991557,test
en,single_submetric,n_tokens,probe,layer6,r2,0.1463754773139953,-0.1718186140060424,-0.2343093156814575,-0.3903772830963135,-0.26550173759460444,test
fi,single_submetric,avg_links_len,probe,layer6,loss,0.0272564641865236,0.0338260468893817,0.0357822882277624,0.0346084649541548,0.034738933357099634,test
fi,single_submetric,avg_links_len,probe,layer6,mse,0.027282427996397,0.0339171774685382,0.0358771719038486,0.0346842780709266,0.03482620914777113,test
fi,single_submetric,avg_links_len,probe,layer6,rmse,0.1651739325571593,0.1841661680888709,0.1894127025936978,0.1862371554521993,0.18660534204492266,test
fi,single_submetric,avg_links_len,probe,layer6,r2,-0.5042984485626221,-0.8701250553131104,-0.9781954288482666,-0.9124215841293336,-0.9202473560969034,test
fi,single_submetric,avg_max_depth,probe,layer6,loss,0.0159030028485826,0.0311231543975217,0.0336670713233096,0.0327276124485901,0.0325059460564738,test
fi,single_submetric,avg_max_depth,probe,layer6,mse,0.0160076469182968,0.0311781391501426,0.0337554290890693,0.0328267253935337,0.03258676454424853,test
fi,single_submetric,avg_max_depth,probe,layer6,rmse,0.1265213298945945,0.1765733251375832,0.1837265062234335,0.1811814708890887,0.18049376741670178,test
fi,single_submetric,avg_max_depth,probe,layer6,r2,0.4750403761863708,-0.0224652290344238,-0.1069856882095336,-0.0765295028686523,-0.06866014003753657,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer6,loss,0.0525020653648035,0.0632917431316205,0.0622167023164885,0.0631488181118454,0.06288575451998481,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer6,mse,0.0525887869298458,0.0634273588657379,0.0623570010066032,0.0632875636219978,0.06302397449811296,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer6,rmse,0.2293224518660259,0.2518478883487767,0.2497138382360962,0.2515701962117091,0.2510439742655273,test
fi,single_submetric,avg_subordinate_chain_len,probe,layer6,r2,-0.18460214138031,-0.4287490844726562,-0.404638409614563,-0.4256000518798828,-0.41966251532236737,test
fi,single_submetric,avg_verb_edges,probe,layer6,loss,0.1085535692317145,0.099942280777863,0.0916571973689964,0.0949097882424082,0.09550308879642254,test
fi,single_submetric,avg_verb_edges,probe,layer6,mse,0.1085205152630806,0.0999127551913261,0.0916130766272544,0.0948394238948822,0.09545508523782091,test
fi,single_submetric,avg_verb_edges,probe,layer6,rmse,0.329424521344542,0.3160897897612736,0.3026765214337816,0.3079601011411741,0.30890880411207644,test
fi,single_submetric,avg_verb_edges,probe,layer6,r2,-0.5336053371429443,-0.4119609594345093,-0.2946703433990478,-0.3402650356292724,-0.34896544615427655,test
fi,single_submetric,lexical_density,probe,layer6,loss,0.0435536274952547,0.0492537412792444,0.0500139918710504,0.0477163584104606,0.048994697186918464,test
fi,single_submetric,lexical_density,probe,layer6,mse,0.0437015108764171,0.0495296157896518,0.050314363092184,0.0480074286460876,0.0492838025093078,test
fi,single_submetric,lexical_density,probe,layer6,rmse,0.2090490633234628,0.2225525011983731,0.2243086335658618,0.2191059758338134,0.2219890368660161,test
fi,single_submetric,lexical_density,probe,layer6,r2,0.0227770805358886,-0.1075470447540283,-0.1250948905944824,-0.0735088586807251,-0.10205026467641193,test
fi,single_submetric,n_tokens,probe,layer6,loss,0.0068460494346384,0.0151590939079012,0.0137955685412245,0.0153288803329425,0.014761180927356066,test
fi,single_submetric,n_tokens,probe,layer6,mse,0.0069009852595627,0.0153219904750585,0.0139426281675696,0.0155062144622206,0.014923611034949566,test
fi,single_submetric,n_tokens,probe,layer6,rmse,0.0830721689831361,0.1237820280778213,0.118078906531055,0.1245239513596507,0.12212829532284235,test
fi,single_submetric,n_tokens,probe,layer6,r2,0.5008871555328369,-0.1081608533859252,-0.0083987712860107,-0.1214848756790161,-0.07934816678365066,test
id,single_submetric,avg_links_len,probe,layer6,loss,0.0345955355358975,0.0403475990252835,0.0398252667593104,0.0439743255930287,0.041382397125874194,test
id,single_submetric,avg_links_len,probe,layer6,mse,0.0345657244324684,0.0402052029967308,0.0396497957408428,0.0438629500567913,0.0412393162647883,test
id,single_submetric,avg_links_len,probe,layer6,rmse,0.1859185962524147,0.2005123512323637,0.1991225646199918,0.209434834869444,0.20302325024059983,test
id,single_submetric,avg_links_len,probe,layer6,r2,-0.5569581985473633,-0.8109793663024902,-0.7859619855880737,-0.9757368564605712,-0.8575594027837118,test
id,single_submetric,avg_max_depth,probe,layer6,loss,0.025473185681871,0.0322698841669729,0.0331791152379342,0.034448485023209,0.0332991614760387,test
id,single_submetric,avg_max_depth,probe,layer6,mse,0.0254828687757253,0.0323951691389083,0.0333821587264537,0.0346685461699962,0.03348195801178607,test
id,single_submetric,avg_max_depth,probe,layer6,rmse,0.1596335452708025,0.1799865804411773,0.1827078507521058,0.186194914457931,0.18296311521707134,test
id,single_submetric,avg_max_depth,probe,layer6,r2,0.2090042829513549,-0.005555510520935,-0.0361920595169067,-0.0761218070983886,-0.039289792378743436,test
id,single_submetric,avg_subordinate_chain_len,probe,layer6,loss,0.0652221648820809,0.0975198894739151,0.0807215001966272,0.0729226821235248,0.08372135726468903,test
id,single_submetric,avg_subordinate_chain_len,probe,layer6,mse,0.0656650140881538,0.0980815440416336,0.0813188925385475,0.073394663631916,0.08426503340403237,test
id,single_submetric,avg_subordinate_chain_len,probe,layer6,rmse,0.2562518567506465,0.3131797312113822,0.2851646761759729,0.2709144950568648,0.2897529674814066,test
id,single_submetric,avg_subordinate_chain_len,probe,layer6,r2,-0.2524082660675049,-0.8706787824630737,-0.5509698390960693,-0.3998335599899292,-0.607160727183024,test
id,single_submetric,avg_verb_edges,probe,layer6,loss,0.047541882576687,0.0653514697083405,0.0664739135120596,0.0714988979910101,0.06777476040380341,test
id,single_submetric,avg_verb_edges,probe,layer6,mse,0.0475916601717472,0.0649835392832756,0.0660895034670829,0.0710456818342208,0.06737290819485976,test
id,single_submetric,avg_verb_edges,probe,layer6,rmse,0.2181551286854086,0.2549186915141289,0.2570787884425375,0.2665439585400894,0.2595138128322519,test
id,single_submetric,avg_verb_edges,probe,layer6,r2,0.2548678517341614,-0.0174329280853271,-0.0347487926483154,-0.1123465299606323,-0.05484275023142493,test
id,single_submetric,lexical_density,probe,layer6,loss,0.0423646359039204,0.0454405567475727,0.0565856684531484,0.0470760299691132,0.0497007517232781,test
id,single_submetric,lexical_density,probe,layer6,mse,0.042554035782814,0.0458049662411212,0.0569097138941288,0.0474530309438705,0.050055903693040166,test
id,single_submetric,lexical_density,probe,layer6,rmse,0.2062862956737893,0.2140209481362076,0.2385575693498925,0.2178371661215563,0.22347189453588545,test
id,single_submetric,lexical_density,probe,layer6,r2,-0.0399495363235473,-0.1193968057632446,-0.3907784223556518,-0.1596728563308715,-0.22328269481658927,test
id,single_submetric,n_tokens,probe,layer6,loss,0.0304080891822065,0.0355106483080557,0.0355249792337417,0.0330393774701016,0.03469166833729966,test
id,single_submetric,n_tokens,probe,layer6,mse,0.0303871110081672,0.0354254096746444,0.0354268290102481,0.0330177284777164,0.0346233223875363,test
id,single_submetric,n_tokens,probe,layer6,rmse,0.1743189921040368,0.1882163905579013,0.1882201610089848,0.1817078107229198,0.18604812076326863,test
id,single_submetric,n_tokens,probe,layer6,r2,-0.0286604166030883,-0.1992162466049194,-0.1992642879486084,-0.1177116632461547,-0.1720640659332275,test
ja,single_submetric,avg_max_depth,probe,layer6,loss,0.0766399999459584,0.0940553670128186,0.0973710802694161,0.0933452397584915,0.09492389568024207,test
ja,single_submetric,avg_max_depth,probe,layer6,mse,0.0780809670686721,0.0956147238612175,0.0990657210350036,0.094925545156002,0.0965353300174077,test
ja,single_submetric,avg_max_depth,probe,layer6,rmse,0.279429717583281,0.3092163059432951,0.3147470747044421,0.3080998947679178,0.310687758471885,test
ja,single_submetric,avg_max_depth,probe,layer6,r2,-0.1535018682479858,-0.4125306606292724,-0.463512659072876,-0.4023493528366089,-0.42613089084625244,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer6,loss,0.0530060889820257,0.0999600241581599,0.0985708814114332,0.1007539828618367,0.09976162947714327,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer6,mse,0.0534081868827343,0.1019542515277862,0.100512683391571,0.102682925760746,0.10171662022670107,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer6,rmse,0.2311021135401714,0.3193027584092975,0.3170373533064693,0.3204417665672595,0.3189272927610088,test
ja,single_submetric,avg_subordinate_chain_len,probe,layer6,r2,0.2741811871528625,-0.3855612277984619,-0.365970253944397,-0.3954639434814453,-0.3823318084081014,test
ja,single_submetric,avg_verb_edges,probe,layer6,loss,0.069293658559521,0.108080793172121,0.1187098585069179,0.1149552129209041,0.113915288199981,test
ja,single_submetric,avg_verb_edges,probe,layer6,mse,0.0699759572744369,0.1097040772438049,0.120615117251873,0.1167560890316963,0.1156917611757914,test
ja,single_submetric,avg_verb_edges,probe,layer6,rmse,0.2645296907238145,0.3312160582517172,0.3472968719292948,0.341695901397275,0.34006961052609563,test
ja,single_submetric,avg_verb_edges,probe,layer6,r2,0.2674732804298401,-0.1484111547470092,-0.262630820274353,-0.2222334146499633,-0.2110917965571085,test
ja,single_submetric,lexical_density,probe,layer6,loss,0.0748710588862498,0.072516738747557,0.0726910072068373,0.0729340606679519,0.07271393554078207,test
ja,single_submetric,lexical_density,probe,layer6,mse,0.0762015953660011,0.0734565705060958,0.0736775994300842,0.0738967284560203,0.07367696613073343,test
ja,single_submetric,lexical_density,probe,layer6,rmse,0.2760463645223409,0.2710287263485106,0.2714361792946626,0.2718395270302322,0.27143481089113514,test
ja,single_submetric,lexical_density,probe,layer6,r2,-0.4542180299758911,-0.4018324613571167,-0.406050443649292,-0.4102324247360229,-0.40603844324747723,test
ja,single_submetric,n_tokens,probe,layer6,loss,0.0226087563981612,0.0691525178651015,0.0700753772010405,0.0625418325265248,0.06725657586422228,test
ja,single_submetric,n_tokens,probe,layer6,mse,0.0225693825632333,0.0691744312644004,0.0702538937330246,0.0626044273376464,0.06734425077835714,test
ja,single_submetric,n_tokens,probe,layer6,rmse,0.1502310971910722,0.2630103253950318,0.2650545108709237,0.2502087675075485,0.259424534591168,test
ja,single_submetric,n_tokens,probe,layer6,r2,0.621690034866333,-0.1595078706741333,-0.177601933479309,-0.0493808984756469,-0.1288302342096964,test
ja,single_submetric,avg_links_len,probe,layer6,loss,0.02051,0.1264960318803787,0.1249230510244766,0.1282683418442805,0.1265624749163786,test
ja,single_submetric,avg_links_len,probe,layer6,mse,0.11351,0.1256910860538482,0.1241012066602706,0.1272695958614349,0.12568729619185123,test
ja,single_submetric,avg_links_len,probe,layer6,rmse,0.33691,0.3545293867281642,0.3522800117240129,0.3567486452131738,0.3545193478884503,test
ja,single_submetric,avg_links_len,probe,layer6,r2,-0.16877,-1.9561114311218264,-1.9187190532684328,-1.9932358264923096,-1.9560221036275227,test
ko,single_submetric,avg_links_len,probe,layer6,loss,0.0308069722460848,0.0432620205517326,0.040745681683932,0.0415758841804095,0.041861195472024694,test
ko,single_submetric,avg_links_len,probe,layer6,mse,0.0310896541923284,0.0434776172041893,0.0409561321139335,0.0417960211634635,0.04207659016052876,test
ko,single_submetric,avg_links_len,probe,layer6,rmse,0.1763225855990333,0.2085128705960121,0.2023762142988487,0.2044407522082219,0.20510994570102756,test
ko,single_submetric,avg_links_len,probe,layer6,r2,-0.3510271310806274,-0.8893563747406006,-0.7797831296920776,-0.8162811994552612,-0.8284735679626465,test
ko,single_submetric,avg_max_depth,probe,layer6,loss,0.0274132410330431,0.0450634504003184,0.058327228096979,0.0467959599835532,0.050062212826950205,test
ko,single_submetric,avg_max_depth,probe,layer6,mse,0.0276023428887128,0.045158352702856,0.0584255568683147,0.046974666416645,0.050186191995938566,test
ko,single_submetric,avg_max_depth,probe,layer6,rmse,0.1661395283751368,0.2125049474785376,0.2417137912249004,0.2167363984582309,0.22365171238722295,test
ko,single_submetric,avg_max_depth,probe,layer6,r2,0.2094407081604004,-0.2933812141418457,-0.6733675003051758,-0.3454023599624634,-0.4373836914698283,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer6,loss,0.0501012120928083,0.0601019055715629,0.081742838025093,0.0757850302117211,0.07254325793612566,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer6,mse,0.0498454086482524,0.0601218044757843,0.0817934870719909,0.0759011358022689,0.07260547578334803,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer6,rmse,0.2232608533716837,0.2451974805657356,0.2859956067354723,0.275501607621932,0.26889823164104665,test
ko,single_submetric,avg_subordinate_chain_len,probe,layer6,r2,0.0135558247566223,-0.189814805984497,-0.6186989545822144,-0.5020887851715088,-0.4368675152460734,test
ko,single_submetric,avg_verb_edges,probe,layer6,loss,0.0354342920971768,0.0354639690901551,0.0357635356485843,0.0366152080574205,0.0359475709320533,test
ko,single_submetric,avg_verb_edges,probe,layer6,mse,0.0353699326515197,0.0354157872498035,0.0356565676629543,0.0364549681544303,0.03584244102239603,test
ko,single_submetric,avg_verb_edges,probe,layer6,rmse,0.1880689571713518,0.1881908266887723,0.1888294671468262,0.1909318416462544,0.18931737849395094,test
ko,single_submetric,avg_verb_edges,probe,layer6,r2,-0.0194776058197021,-0.0207993984222412,-0.027739405632019,-0.0507519245147705,-0.03309690952301023,test
ko,single_submetric,lexical_density,probe,layer6,loss,0.0737021485609667,0.0662586385650294,0.071618801248925,0.0683107264339923,0.06872938874931557,test
ko,single_submetric,lexical_density,probe,layer6,mse,0.0739116892218589,0.0663622319698333,0.0717050060629844,0.0684186741709709,0.06882863740126287,test
ko,single_submetric,lexical_density,probe,layer6,rmse,0.2718670432800912,0.257608679919434,0.2677779043591619,0.2615696354146844,0.26231873989776006,test
ko,single_submetric,lexical_density,probe,layer6,r2,-0.8489696979522705,-0.6601128578186035,-0.7937674522399902,-0.7115567922592163,-0.72181236743927,test
ko,single_submetric,n_tokens,probe,layer6,loss,0.090616055897304,0.115975732249873,0.1145536048071725,0.1102235657828194,0.11358430094662164,test
ko,single_submetric,n_tokens,probe,layer6,mse,0.0901838243007659,0.1152809932827949,0.1138656958937645,0.1095703616738319,0.11290568361679709,test
ko,single_submetric,n_tokens,probe,layer6,rmse,0.3003062175526274,0.3395305483793688,0.3374399144940688,0.3310141411991819,0.3359948680242065,test
ko,single_submetric,n_tokens,probe,layer6,r2,-1.1626520156860352,-1.7644944190979004,-1.7305548191070557,-1.6275506019592283,-1.7075332800547283,test
ru,single_submetric,avg_links_len,probe,layer6,loss,0.0146402840369514,0.0225120504785861,0.0211597868640507,0.0201104045180337,0.021260747286890164,test
ru,single_submetric,avg_links_len,probe,layer6,mse,0.0143259847536683,0.0224261227995157,0.0210621710866689,0.0200414638966321,0.021176585927605563,test
ru,single_submetric,avg_links_len,probe,layer6,rmse,0.1196912058326271,0.1497535401902597,0.1451281195587849,0.1415678773473424,0.145483179032129,test
ru,single_submetric,avg_links_len,probe,layer6,r2,0.1495432257652282,-0.3313183784484863,-0.2503479719161987,-0.1897540092468261,-0.25714011987050367,test
ru,single_submetric,avg_max_depth,probe,layer6,loss,0.0154960597200053,0.0263634957373142,0.0248259348528725,0.0275303673531327,0.026239932647773134,test
ru,single_submetric,avg_max_depth,probe,layer6,mse,0.0155105870217084,0.0264247674494981,0.0248704496771097,0.0275863036513328,0.02629384025931353,test
ru,single_submetric,avg_max_depth,probe,layer6,rmse,0.1245415072243326,0.1625569667824119,0.157703676802761,0.1660912509776865,0.1621172981876198,test
ru,single_submetric,avg_max_depth,probe,layer6,r2,0.3641061186790466,-0.0833469629287719,-0.0196239948272705,-0.1309670209884643,-0.0779793262481689,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer6,loss,0.0586014097290379,0.0657988509961537,0.0540186225303581,0.0618568238403115,0.060558099122274424,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer6,mse,0.0582639202475547,0.065495878458023,0.0537162199616432,0.0615497194230556,0.06025393928090727,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer6,rmse,0.2413792042566111,0.25592162561617,0.2317675990332626,0.2480921591325603,0.24526046126066428,test
ru,single_submetric,avg_subordinate_chain_len,probe,layer6,r2,-0.5427259206771851,-0.7342153787612915,-0.4223108291625976,-0.6297280788421631,-0.5954180955886841,test
ru,single_submetric,avg_verb_edges,probe,layer6,loss,0.044963637632983,0.0526076182723045,0.0524247943290642,0.0491248353251389,0.05138574930883586,test
ru,single_submetric,avg_verb_edges,probe,layer6,mse,0.0446542017161846,0.052229955792427,0.0520461574196815,0.0487709864974021,0.0510156999031702,test
ru,single_submetric,avg_verb_edges,probe,layer6,rmse,0.2113154081371839,0.2285387402442462,0.228136269408618,0.2208415416025757,0.22583885041847998,test
ru,single_submetric,avg_verb_edges,probe,layer6,r2,-0.0910613536834716,-0.2761640548706054,-0.2716730833053589,-0.1916490793228149,-0.2464954058329264,test
ru,single_submetric,lexical_density,probe,layer6,loss,0.0394712101135935,0.0433852970600128,0.0439850959394659,0.0432894961642367,0.04355329638790514,test
ru,single_submetric,lexical_density,probe,layer6,mse,0.0390656478703022,0.0429136529564857,0.0434382036328315,0.0427660420536994,0.043039299547672195,test
ru,single_submetric,lexical_density,probe,layer6,rmse,0.1976503171520405,0.2071561076977595,0.2084183380435406,0.2067995214058763,0.2074579890490588,test
ru,single_submetric,lexical_density,probe,layer6,r2,0.0282155275344848,-0.0675063133239746,-0.0805548429489135,-0.0638343095779419,-0.07063182195027666,test
ru,single_submetric,n_tokens,probe,layer6,loss,0.004299030439662,0.0135220024468643,0.0121601730518575,0.0132047143166086,0.012962296605110134,test
ru,single_submetric,n_tokens,probe,layer6,mse,0.0043445946648716,0.0137050887569785,0.0123268971219658,0.0133774960413575,0.013136493973433935,test
ru,single_submetric,n_tokens,probe,layer6,rmse,0.0659135393137987,0.1170687351814245,0.111026560434726,0.1156611258866068,0.11458547383425244,test
ru,single_submetric,n_tokens,probe,layer6,r2,0.6180737614631653,-0.2047921419143676,-0.0836374759674072,-0.1759939193725586,-0.15480784575144446,test
ar,single_submetric,avg_links_len,probe,layer7,loss,0.0514249425381422,0.074060134589672,0.0753824114799499,0.0769341684877872,0.0754589048524697,test
ar,single_submetric,avg_links_len,probe,layer7,mse,0.0497259311378002,0.071859672665596,0.0731874406337738,0.0747314170002937,0.07325951009988783,test
ar,single_submetric,avg_links_len,probe,layer7,rmse,0.2229931190368891,0.268066545218899,0.2705317737970418,0.2733704757289889,0.2706562649149766,test
ar,single_submetric,avg_links_len,probe,layer7,r2,-0.0736453533172607,-0.5515404939651489,-0.5802087783813477,-0.6135451793670654,-0.581764817237854,test
ar,single_submetric,avg_max_depth,probe,layer7,loss,0.0343874689191579,0.0527193415910005,0.0549456097185611,0.0533613488078117,0.05367543337245776,test
ar,single_submetric,avg_max_depth,probe,layer7,mse,0.034372866153717,0.0527733713388443,0.0550028271973133,0.0534023195505142,0.05372617269555727,test
ar,single_submetric,avg_max_depth,probe,layer7,rmse,0.1853992075326025,0.229724555367606,0.2345268155186381,0.2310894189497092,0.2317802632786511,test
ar,single_submetric,avg_max_depth,probe,layer7,r2,0.303069531917572,-0.0700117349624633,-0.1152153015136718,-0.0827640295028686,-0.08933035532633456,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer7,loss,0.0717063374817371,0.0792526789009571,0.0806701987981796,0.0747236594557762,0.07821551238497097,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer7,mse,0.071516640484333,0.079003244638443,0.0803714990615844,0.0745848417282104,0.07798652847607927,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer7,rmse,0.2674259532736736,0.2810751583446018,0.2834986755905298,0.2731022550771239,0.2792253630040851,test
ar,single_submetric,avg_subordinate_chain_len,probe,layer7,r2,-0.2949138879776001,-0.4304697513580322,-0.4552440643310547,-0.3504681587219238,-0.4120606581370036,test
ar,single_submetric,avg_verb_edges,probe,layer7,loss,0.1394914612174034,0.1476217746734619,0.1464085012674331,0.1285770416259765,0.14086910585562384,test
ar,single_submetric,avg_verb_edges,probe,layer7,mse,0.140143021941185,0.1482687294483184,0.1470553427934646,0.1294136792421341,0.14157925049463904,test
ar,single_submetric,avg_verb_edges,probe,layer7,rmse,0.3743568109987916,0.3850567873032736,0.3834779560723989,0.3597411280937087,0.3760919571564603,test
ar,single_submetric,avg_verb_edges,probe,layer7,r2,-1.030472755432129,-1.148202657699585,-1.130622386932373,-0.8750197887420654,-1.0512816111246746,test
ar,single_submetric,lexical_density,probe,layer7,loss,0.0573482863605022,0.0626649752259254,0.061148090660572,0.0602291263639926,0.061347397416830006,test
ar,single_submetric,lexical_density,probe,layer7,mse,0.0569449514150619,0.0615094974637031,0.0601051189005374,0.0592479966580867,0.06028753767410907,test
ar,single_submetric,lexical_density,probe,layer7,rmse,0.2386314133031566,0.2480110833485131,0.2451634534357384,0.2434091137531353,0.24552788351246227,test
ar,single_submetric,lexical_density,probe,layer7,r2,0.0187055468559265,-0.0599522590637207,-0.035751461982727,-0.0209811925888061,-0.03889497121175127,test
ar,single_submetric,n_tokens,probe,layer7,loss,0.049147031456232,0.0783064320683479,0.0806285813450813,0.0815515592694282,0.08016219089428579,test
ar,single_submetric,n_tokens,probe,layer7,mse,0.0479598566889762,0.0766089335083961,0.0789177566766738,0.0799048766493797,0.07847718894481653,test
ar,single_submetric,n_tokens,probe,layer7,rmse,0.2189973896853026,0.2767831886303721,0.2809230440470733,0.2826745065430905,0.28012691307351195,test
ar,single_submetric,n_tokens,probe,layer7,r2,0.3597054481506347,-0.022778034210205,-0.0536022186279296,-0.0667809247970581,-0.04772039254506424,test
en,single_submetric,avg_links_len,probe,layer7,loss,0.0100215954173888,0.0129815538946006,0.0112780917968068,0.0119251959424998,0.012061613877969066,test
en,single_submetric,avg_links_len,probe,layer7,mse,0.0099181113764643,0.0128325214609503,0.0111473808065056,0.0117845805361866,0.011921494267880833,test
en,single_submetric,avg_links_len,probe,layer7,rmse,0.0995897152142949,0.1132807197229536,0.1055811574406422,0.1085568078758154,0.10913956167980372,test
en,single_submetric,avg_links_len,probe,layer7,r2,-0.0663349628448486,-0.3796745538711548,-0.1984986066818237,-0.2670063972473144,-0.2817265192667643,test
en,single_submetric,avg_max_depth,probe,layer7,loss,0.0161452666590256,0.0284314824800406,0.0275116814300417,0.0293631062709859,0.028435423393689402,test
en,single_submetric,avg_max_depth,probe,layer7,mse,0.0161819625645875,0.0284318607300519,0.0275166183710098,0.0293345022946596,0.028427660465240433,test
en,single_submetric,avg_max_depth,probe,layer7,rmse,0.127208343140643,0.168617498291405,0.1658813382240745,0.1712731803133801,0.16859067227628652,test
en,single_submetric,avg_max_depth,probe,layer7,r2,0.427566647529602,-0.0057708024978637,0.0266056656837463,-0.0377014875411987,-0.005622208118438701,test
en,single_submetric,avg_subordinate_chain_len,probe,layer7,loss,0.025054062982755,0.0278869005186217,0.0325386980548501,0.0280045212379523,0.029476706603808033,test
en,single_submetric,avg_subordinate_chain_len,probe,layer7,mse,0.0248691011220216,0.0276327282190322,0.0322630479931831,0.0277740936726331,0.029223289961616133,test
en,single_submetric,avg_subordinate_chain_len,probe,layer7,rmse,0.1576994011466805,0.1662309484393092,0.1796191749039704,0.1666556139847475,0.17083524577600903,test
