experiment_type,language,task,submetric,control_index,metric,layer_1,layer_2,layer_3,layer_4,layer_5,layer_6,layer_7,layer_8,layer_9,layer_10,layer_11,layer_12
probe,fi,single_submetric,avg_max_depth,,mse,0.0173248741775751,0.0219053998589515,0.0231293924152851,0.0213700346648693,0.0212491136044263,0.0160076469182968,0.0157916061580181,0.0212604124099016,0.0237740762531757,0.0317842327058315,0.0226039234548807,0.0370889529585838
probe,fi,single_submetric,avg_max_depth,mean_control,mse,0.03882895534237223,0.03363783740162846,0.03741274649898207,0.0356256042917569,0.03313678627212837,0.03258676454424853,0.03312573892374827,0.03153887266914047,0.0346376734475294,0.04084557915727293,0.03344572335481636,0.035470572610696104
probe,fi,single_submetric,avg_subordinate_chain_len,,mse,0.0556463934481143,0.0617277137935161,0.0590739883482456,0.0555009581148624,0.0548817068338394,0.0525887869298458,0.0520195737481117,0.0486280880868434,0.0515246875584125,0.0728780403733253,0.0550157204270362,0.0466662943363189
probe,fi,single_submetric,avg_subordinate_chain_len,mean_control,mse,0.059775878985722834,0.06578666666666667,0.0687891195217768,0.06753649065891897,0.065836821993192,0.06302397449811296,0.061389011641343395,0.05717442308863,0.0592286350826422,0.07912342747052503,0.06343733395139371,0.046123652408520295
probe,fi,single_submetric,avg_verb_edges,,mse,0.0995783135294914,0.1042453497648239,0.0928684845566749,0.0959198176860809,0.1117831766605377,0.1085205152630806,0.1007084250450134,0.0872528180480003,0.1072852239012718,0.0872401446104049,0.0836806744337081,0.0799857228994369
probe,fi,single_submetric,avg_verb_edges,mean_control,mse,0.10202209651470184,0.10928333333333333,0.10527261098225905,0.1028388068079948,0.09868547817071273,0.09545508523782091,0.09483410666386279,0.09378957251707709,0.09522454440593714,0.09971047937870021,0.10215648015340163,0.08289471268653867
probe,fi,single_submetric,lexical_density,,mse,0.0398747883737087,0.0394453816115856,0.0416616387665271,0.0435524471104145,0.0422731004655361,0.0437015108764171,0.040301289409399,0.041054643690586,0.0429482161998748,0.0436510555446147,0.0418102145195007,0.0505341477692127
probe,fi,single_submetric,lexical_density,mean_control,mse,0.050621240089336994,0.04590666666666667,0.04804853722453114,0.047229333470265034,0.048510305583476965,0.0492838025093078,0.0483386528988679,0.04802324622869487,0.046958945691585506,0.04718623310327524,0.04764401291807487,0.048930682241916636
probe,fi,single_submetric,n_tokens,,mse,0.0058754263445734,0.0065006152726709,0.0106671322137117,0.0091312499716877,0.0100003872066736,0.0069009852595627,0.0067984722554683,0.0099681997671723,0.0095994444563984,0.0112738395109772,0.012041694484651,0.0155767975375056
probe,fi,single_submetric,n_tokens,mean_control,mse,0.014387848166127967,0.015631231789787568,0.016811924055218634,0.016748141497373567,0.015483630821108799,0.014923611034949566,0.014889839105307967,0.014568350277841069,0.014664381742477367,0.0150155474742253,0.015523991547524901,0.0151675709833701
probe,id,complexity,,,mse,0.0243533719331026,0.0251258872449398,0.0238156225532293,0.0237105600535869,0.027490098029375,0.028783269226551,0.0296811182051897,0.0271152444183826,0.0284000411629676,0.032676413655281,0.0328256338834762,0.0426039919257164
probe,id,question_type,,,accuracy,0.6909090909090909,0.7,0.7090909090909091,0.6727272727272727,0.7909090909090909,0.8090909090909091,0.8090909090909091,0.8,0.7545454545454545,0.7818181818181819,0.7090909090909091,0.6272727272727273
probe,id,single_submetric,avg_links_len,,mse,0.0474238879978656,0.0437501966953277,0.0420863106846809,0.0359567441046237,0.037379465997219,0.0345657244324684,0.0318810790777206,0.0434118658304214,0.0359026752412319,0.0457828938961029,0.0487390309572219,0.0299628041684627
probe,id,single_submetric,avg_links_len,mean_control,mse,0.05515847479303677,0.05504,0.0520139411091804,0.04802831634879107,0.04571340978145594,0.0412393162647883,0.0421182935436566,0.04711014156540227,0.0476745913426081,0.05298821255564687,0.05808085203170773,0.030286795149246832
probe,id,single_submetric,avg_max_depth,,mse,0.0241599567234516,0.0262895803898572,0.0258689243346452,0.0260417275130748,0.0264476798474788,0.0254828687757253,0.028128731995821,0.0259963106364011,0.0277022439986467,0.0268241986632347,0.0294403322041034,0.0329538695514202
probe,id,single_submetric,avg_max_depth,mean_control,mse,0.03646936391790703,0.03827666666666667,0.0397406344612439,0.03445935746033984,0.03580829501152033,0.03348195801178607,0.03514164189497623,0.03452933828035987,0.0348967301348845,0.036581137528022105,0.0364562608301639,0.03469893087943393
probe,id,single_submetric,avg_subordinate_chain_len,,mse,0.0492411032319068,0.0651862546801567,0.0682178437709808,0.0608680322766304,0.0610575340688228,0.0656650140881538,0.0797612741589546,0.0755267739295959,0.0766837671399116,0.064904548227787,0.0806179121136665,0.0652213543653488
probe,id,single_submetric,avg_subordinate_chain_len,mean_control,mse,0.09071999291578924,0.09118333333333334,0.08797905594110483,0.08632286141316092,0.0833150967955589,0.08426503340403237,0.08499975502490993,0.0828305607040723,0.08408027390638984,0.10533300538857775,0.08541789650917046,0.060474731028079966
probe,id,single_submetric,avg_verb_edges,,mse,0.0518614761531353,0.0497307777404785,0.0490905344486236,0.0505430810153484,0.048652745783329,0.0475916601717472,0.0467739962041378,0.045747123658657,0.0456142202019691,0.0482069998979568,0.04834621027112,0.0618587285280227
probe,id,single_submetric,avg_verb_edges,mean_control,mse,0.06908087680737177,0.07068,0.07258386164903637,0.0694430073102315,0.0710245122512181,0.06737290819485976,0.06861288100481029,0.06993445008993147,0.0703823069731394,0.07439792404572164,0.07367020845413204,0.0644454608360926
probe,id,single_submetric,lexical_density,,mse,0.038760345429182,0.0371103063225746,0.0363531485199928,0.0389602743089199,0.0374337770044803,0.042554035782814,0.0401549600064754,0.0411160998046398,0.0381504222750663,0.0393640398979187,0.0382155813276767,0.0457591004669666
probe,id,single_submetric,lexical_density,mean_control,mse,0.04476696749528244,0.043919999999999994,0.04628658543030417,0.055735283841689374,0.055146700392166736,0.050055903693040166,0.04744759202003477,0.05052087704340613,0.044397480785846676,0.0619564168155193,0.0588675551116466,0.04762845113873476
probe,id,single_submetric,n_tokens,,mse,0.0289118345826864,0.02674893848598,0.0245772432535886,0.0256548635661602,0.0282183662056922,0.0303871110081672,0.0335954055190086,0.025542726740241,0.0255184844136238,0.0260190833359956,0.0273361187428236,0.0315246880054473
probe,id,single_submetric,n_tokens,mean_control,mse,0.03763919944564497,0.03794666666666666,0.0360852107405662,0.035580528279145505,0.0371814146637916,0.0346233223875363,0.03663110733032223,0.03152818729480103,0.033928323537111234,0.033690785368283564,0.0343234352767467,0.03504601369301474
probe,ja,complexity,,,mse,0.0182128716260194,0.0279559548944234,0.0191716905683279,0.0166908614337444,0.0166456829756498,0.0185455903410911,0.0214890856295824,0.024615790694952,0.038797203451395,0.0501114353537559,0.0308125875890254,0.0579002797603607
probe,ja,question_type,,,accuracy,0.75,0.6847826086956522,0.6739130434782609,0.7282608695652174,0.6304347826086957,0.7065217391304348,0.717391304347826,0.6521739130434783,0.7934782608695652,0.8260869565217391,0.7934782608695652,0.7717391304347826
probe,ja,single_submetric,avg_links_len,,mse,0.0891205966472625,0.1204281076788902,0.1221283823251724,0.1200387701392173,0.1121820136904716,0.11351,0.1149685680866241,0.1178128272294998,0.1109576225280761,0.1003631800413131,0.1196135506033897,0.0923734530806541
probe,ja,single_submetric,avg_links_len,mean_control,mse,0.0995133370161056,0.11767,0.12952169527610138,0.1336844116449356,0.12647385398546848,0.12568729619185123,0.11702135950326915,0.11763967325290037,0.12288120637337363,0.1171676938732465,0.13625164330005643,0.09997264047463729
probe,ja,single_submetric,avg_max_depth,,mse,0.0737646073102951,0.0821623727679252,0.0882632657885551,0.0762334316968917,0.079129472374916,0.0780809670686721,0.0762530788779258,0.0729724615812301,0.0718067288398742,0.1029680743813514,0.0755893737077713,0.088368646800518
probe,ja,single_submetric,avg_max_depth,mean_control,mse,0.0878198519349098,0.09217666666666667,0.09842230131228762,0.0980431164304415,0.0957465792695681,0.0965353300174077,0.09115452816088992,0.08432859927415844,0.08005221188068386,0.09336585054794944,0.09302098800738647,0.08763366937637324
probe,ja,single_submetric,avg_subordinate_chain_len,,mse,0.0609127692878246,0.0635760277509689,0.0590804666280746,0.0561864264309406,0.0548652149736881,0.0534081868827343,0.0597088374197483,0.065618947148323,0.0707067474722862,0.0848574861884117,0.0698991566896438,0.0941087678074836
probe,ja,single_submetric,avg_subordinate_chain_len,mean_control,mse,0.09516510615746177,0.09127,0.10633717725674309,0.11564030498266216,0.1032575815916061,0.10171662022670107,0.09805443137884136,0.0976470684011777,0.09658548484245934,0.10424492011467612,0.10383825004100795,0.09160218636194861
probe,ja,single_submetric,avg_verb_edges,,mse,0.0771239548921585,0.0828094407916069,0.0765583291649818,0.0748949125409126,0.0751803591847419,0.0699759572744369,0.0754621624946594,0.0791218653321266,0.083989031612873,0.0861581563949585,0.087736502289772,0.0992142707109451
probe,ja,single_submetric,avg_verb_edges,mean_control,mse,0.11215053250392275,0.11913333333333333,0.11740872015555696,0.11958409100770946,0.11395290990670516,0.1156917611757914,0.11445020635922747,0.11475792030493413,0.11455881843964254,0.11491077889998746,0.12392346064249671,0.10554690659046169
probe,ja,single_submetric,lexical_density,,mse,0.0731611028313636,0.0737929716706276,0.0800110697746276,0.0835638716816902,0.0727887824177742,0.0762015953660011,0.0706911087036132,0.0708199813961982,0.0810408517718315,0.0931921824812889,0.0804912969470024,0.0678023844957351
probe,ja,single_submetric,lexical_density,mean_control,mse,0.07071076581875478,0.07711333333333333,0.07985388487577433,0.07811615367730454,0.07493602981170013,0.07367696613073343,0.0698937798539797,0.07256003220876053,0.07455309977134063,0.08172775059938427,0.0716978808244069,0.06668927768866217
probe,ja,single_submetric,n_tokens,,mse,0.0255968384444713,0.0290420111268758,0.0263379272073507,0.0231060031801462,0.0226230304688215,0.0225693825632333,0.0260278265923261,0.0292928293347358,0.0368961915373802,0.0516686402261257,0.0361350812017917,0.0626653879880905
probe,ja,single_submetric,n_tokens,mean_control,mse,0.06440862019856768,0.05084666666666667,0.06900875022013976,0.068718367566665,0.06577997282147403,0.06734425077835714,0.06363250191013017,0.06346540898084634,0.0634830531974633,0.06972947468360259,0.06736538186669346,0.06482314318418497
probe,ko,complexity,,,mse,0.020859083160758,0.0412877649068832,0.0428705997765064,0.0351872779428958,0.03677823767066,0.0325689874589443,0.030590770766139,0.0291423294693231,0.0293541885912418,0.0235272143036127,0.0264441836625337,0.0350822620093822
probe,ko,question_type,,,accuracy,0.6363636363636364,0.6818181818181818,0.6636363636363637,0.6545454545454545,0.7181818181818181,0.7181818181818181,0.7454545454545455,0.7545454545454545,0.7636363636363637,0.7636363636363637,0.7363636363636363,0.7
probe,ko,single_submetric,avg_links_len,,mse,0.030929684638977,0.0404766164720058,0.0415422096848487,0.0366133861243724,0.033348124474287,0.0310896541923284,0.0279224552214145,0.0271530374884605,0.0317521393299102,0.0274013169109821,0.0286548007279634,0.0292626731097698
probe,ko,single_submetric,avg_links_len,mean_control,mse,0.0328331999480724,0.04958666666666667,0.05061621467272437,0.05155195544163383,0.0449381917715072,0.04207659016052876,0.035695907970269426,0.033094592392444604,0.038237010439236906,0.03304786359270406,0.03517303988337513,0.029555838555097535
probe,ko,single_submetric,avg_max_depth,,mse,0.0198741070926189,0.020173467695713,0.0374086685478687,0.032289870083332,0.0315771587193012,0.0276023428887128,0.0270395912230014,0.0273426827043294,0.0295674744993448,0.0237853396683931,0.0264132339507341,0.0374904721975326
probe,ko,single_submetric,avg_max_depth,mean_control,mse,0.0407021343708038,0.046753333333333334,0.04290636753042537,0.05470120534300799,0.04366959383090333,0.050186191995938566,0.0449210219085216,0.04308017591635383,0.04569587608178453,0.04266905287901553,0.04257646699746443,0.0383922693630059
probe,ko,single_submetric,avg_subordinate_chain_len,,mse,0.0521598830819129,0.050424788147211,0.0509296506643295,0.0489450097084045,0.047496348619461,0.0498454086482524,0.0701858550310134,0.0645405501127243,0.0630938112735748,0.0534851104021072,0.0568581968545913,0.0526324398815631
probe,ko,single_submetric,avg_subordinate_chain_len,mean_control,mse,0.061263076961040434,0.06294666666666666,0.0626636184751987,0.0752037465572357,0.06450559323032694,0.07260547578334803,0.06708638866742446,0.0715967590610186,0.07115439822276427,0.062242295593023265,0.060591111580530765,0.053895279765129034
probe,ko,single_submetric,avg_verb_edges,,mse,0.0356099382042884,0.0350981354713439,0.0364569351077079,0.0351976826786994,0.0349695347249507,0.0353699326515197,0.0359925255179405,0.0359756201505661,0.0354121699929237,0.0361748710274696,0.0361463837325573,0.0343066491186618
probe,ko,single_submetric,avg_verb_edges,mean_control,mse,0.03548672919472053,0.034986666666666666,0.035305238018433195,0.035960604747136395,0.034823330740133863,0.03584244102239603,0.03700837741295493,0.0361683890223503,0.03543659423788383,0.0350262137750784,0.03487252568205194,0.03419505183895424
probe,ko,single_submetric,lexical_density,,mse,0.0660724565386772,0.0630161613225936,0.0640430822968483,0.0615457072854042,0.0661089718341827,0.0739116892218589,0.0640361309051513,0.0616003572940826,0.0661622360348701,0.0708438754081726,0.0698117986321449,0.0709849223494529
probe,ko,single_submetric,lexical_density,mean_control,mse,0.06936179101467127,0.06475,0.06444719309608136,0.0630495982865492,0.07257742931445436,0.06882863740126287,0.07113616416851677,0.07058923194805776,0.0671734636028607,0.07456802576780316,0.0693128257989883,0.08151319871346153
probe,ko,single_submetric,n_tokens,,mse,0.0756575167179107,0.0830518379807472,0.1040000841021537,0.0967989638447761,0.0939671099185943,0.0901838243007659,0.0814662650227546,0.0793796628713607,0.0928330793976783,0.0730271786451339,0.0795047953724861,0.065601147711277
probe,ko,single_submetric,n_tokens,mean_control,mse,0.08824104815721506,0.12168666666666667,0.11809926728407537,0.12331343938906984,0.11560244361559546,0.11290568361679709,0.096984455982844,0.09353760629892345,0.10657843202352517,0.08904887735843657,0.09444210678338998,0.06818694621324534
probe,ru,complexity,,,mse,0.0453902594745159,0.0562731400132179,0.0609100200235843,0.0546297021210193,0.0564550720155239,0.0399154610931873,0.054057203233242,0.0592055805027484,0.0555123947560787,0.0673564225435257,0.0618651211261749,0.0469402223825454
probe,ru,question_type,,,accuracy,0.9090909090909092,0.9,0.9545454545454546,0.9636363636363636,0.9727272727272728,0.9454545454545454,0.9545454545454546,0.9636363636363636,0.9545454545454546,0.9636363636363636,0.9727272727272728,0.9636363636363636
probe,ru,single_submetric,avg_links_len,,mse,0.0140526071190834,0.0184061378240585,0.0143875693902373,0.0131365498527884,0.0149470344185829,0.0143259847536683,0.0170759633183479,0.0178157202899456,0.0168950911611318,0.0160318631678819,0.0199764445424079,0.0170206259936094
probe,ru,single_submetric,avg_links_len,mean_control,mse,0.018961063896616236,0.019378433006207132,0.019101927056908535,0.018574403598904568,0.018995765596628134,0.021176585927605563,0.019644564017653434,0.022267051662007903,0.0202873051166534,0.021508064121007864,0.021470151841640434,0.017786897718906333
probe,ru,single_submetric,avg_max_depth,,mse,0.0164880044758319,0.0179141536355018,0.0169621799141168,0.0160283427685499,0.0158276446163654,0.0155105870217084,0.0173022896051406,0.0166589301079511,0.0165876243263483,0.0188407804816961,0.0181132536381483,0.0283768568187952
probe,ru,single_submetric,avg_max_depth,mean_control,mse,0.025863879049817667,0.024787097548445002,0.026006850724418898,0.023826352010170568,0.025570372119545867,0.02629384025931353,0.025853230307499534,0.026505061735709465,0.024168146774172766,0.026352144777774766,0.026142397895455333,0.028407437726855233
probe,ru,single_submetric,avg_subordinate_chain_len,,mse,0.0522162802517414,0.0545010529458522,0.055384837090969,0.0524893812835216,0.04916662722826,0.0582639202475547,0.0499846935272216,0.0509871654212474,0.0562463551759719,0.0516116619110107,0.0577145852148532,0.0486590825021266
probe,ru,single_submetric,avg_subordinate_chain_len,mean_control,mse,0.058692584435144995,0.05832870925466213,0.0595857972900072,0.055994437386592204,0.057170362522204664,0.06025393928090727,0.056137384225924736,0.06255225961407024,0.0562564941744009,0.0550420098006725,0.060122316082318605,0.05052472899357471
probe,ru,single_submetric,avg_verb_edges,,mse,0.0412128083407878,0.0456964485347271,0.0471344701945781,0.0490367226302623,0.0435625612735748,0.0446542017161846,0.0440271906554698,0.0568783842027187,0.0409333743155002,0.0458853729069232,0.0426035970449447,0.0450746677815914
probe,ru,single_submetric,avg_verb_edges,mean_control,mse,0.049759916961193064,0.053825685133536603,0.05051911249756807,0.053765818476676865,0.04913056269288057,0.0510156999031702,0.050427683939536366,0.05268985778093333,0.04998207961519554,0.052265560875336264,0.051468296597401236,0.045406181365251465
probe,ru,single_submetric,lexical_density,,mse,0.0410171337425708,0.0385581590235233,0.0380090922117233,0.0384687520563602,0.0373509749770164,0.0390656478703022,0.0371595174074173,0.0375828668475151,0.036294225603342,0.0386517010629177,0.0369020141661167,0.05110764503479
probe,ru,single_submetric,lexical_density,mean_control,mse,0.04887374366323147,0.042541683961947734,0.03932307163874303,0.04202623913685477,0.0409962323804696,0.043039299547672195,0.043459280083576766,0.041349142789840636,0.03883423159519823,0.040014535188674864,0.0404103410740693,0.04755610724290207
probe,ru,single_submetric,n_tokens,,mse,0.0055041536688804,0.005142169073224,0.0065694241784513,0.0056326258927583,0.0039064507000148,0.0043445946648716,0.0057378346100449,0.0073157744482159,0.0078224148601293,0.0084472680464386,0.0089644910767674,0.0156402178108692
probe,ru,single_submetric,n_tokens,mean_control,mse,0.012018720308939567,0.011570141340295432,0.011643303558230332,0.011891710571944667,0.012167832193275233,0.013136493973433935,0.012517900516589435,0.013648217543959567,0.0118327510232726,0.012646432345112132,0.0129625098779797,0.014369381591677602
